,Gamma0,Gamma,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,profile,Delta,runtime
63,0.0003511191734215135,0.07564475724971607,-8.82983092681828e-05,-0.00313025190432329,3362.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
97,0.008302175681319761,0.07564475726825806,-0.0011004113843027421,-0.003130251904323289,1967.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
41,4.534878508128582e-05,0.07564475723642536,-1.631931125736292e-05,-0.0031302519043232865,4266.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
17,4.862601580065354e-06,0.0756447571895432,-2.598311993077714e-06,-0.0031302519043232865,5253.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
77,0.0012915496650148853,0.0756447571352395,-0.00025654458210150983,-0.003130251904323282,2787.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
51,0.0001149756995397738,0.07564475708420616,-3.507589103313964e-05,-0.00313025190432328,3855.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
12,3.0538555088334187e-06,0.07564475707854168,-1.7948827058996686e-06,-0.0031302519043232787,5459.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
30,1.629750834620647e-05,0.07564475707983286,-7.021000594047969e-06,-0.0031302519043232765,4718.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
62,0.00031992671377973844,0.07564475700077568,-8.177117019018607e-05,-0.003130251904323273,3403.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
76,0.0011768119524349992,0.07564475694757365,-0.00023787356042954816,-0.0031302519043232726,2828.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
98,0.009111627561154906,0.07564475691450537,-0.0011773107563800493,-0.0031302519043232726,1926.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
40,4.132012400115343e-05,0.07564475694716845,-1.5119446254924503e-05,-0.0031302519043232683,4307.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
50,0.00010476157527896651,0.07564475677512296,-3.248350142897607e-05,-0.0031302519043232644,3896.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
22,7.742636826811262e-06,0.07564475683052342,-3.794517156415796e-06,-0.0031302519043232622,5047.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
0,1e-06,0.07564475680341533,-7.593842891178712e-07,-0.0031302519043232614,5954.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
61,0.00029150530628251786,0.07564475674654358,-7.572182647862206e-05,-0.0031302519043232566,3444.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
39,3.7649358067924715e-05,0.0756447566593411,-1.400736520038709e-05,-0.0031302519043232557,4348.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
75,0.0010722672220103253,0.07564475675224643,-0.00022053543049055328,-0.0031302519043232557,2869.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
29,1.4849682622544666e-05,0.07564475671755758,-6.500185168246781e-06,-0.0031302519043232544,4759.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
74,0.0009770099572992267,0.0756447565502114,-0.00020443893649251682,-0.0031302519043232505,2910.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
7,1.917910261672489e-06,0.07564475656579724,-1.2508757175753758e-06,-0.0031302519043232497,5665.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
16,4.430621457583877e-06,0.07564475656352586,-2.4111746197356534e-06,-0.003130251904323249,5294.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
99,0.010000000000000005,0.07564475649179775,-0.0012584485885361366,-0.003130251904323244,1885.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
49,9.545484566618347e-05,0.0756447564646292,-3.0084765892613408e-05,-0.003130251904323242,3937.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
60,0.0002656087782946689,0.07564475648659154,-7.011625149348633e-05,-0.0031302519043232414,3485.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
3,1.3219411484660288e-06,0.07564475644091934,-9.405050754908721e-07,-0.00313025190432324,5830.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
28,1.3530477745798076e-05,0.0756447563375108,-6.017906310203037e-06,-0.0031302519043232392,4800.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
21,7.05480231071866e-06,0.07564475630523716,-3.5157320885780314e-06,-0.003130251904323237,5088.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
38,3.4304692863149194e-05,0.07564475637177485,-1.2976475112288486e-05,-0.0031302519043232366,4389.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
11,2.782559402207126e-06,0.07564475636897015,-1.668773757708031e-06,-0.003130251904323235,5500.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
73,0.0008902150854450393,0.07564475634234798,-0.00018949827312708827,-0.0031302519043232345,2951.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
59,0.00024201282647943835,0.0756447562205698,-6.49228292713823e-05,-0.003130251904323228,3526.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
48,8.697490026177834e-05,0.07564475615361496,-2.786511962606118e-05,-0.003130251904323223,3978.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
37,3.1257158496882356e-05,0.07564475608230953,-1.2020726686241709e-05,-0.0031302519043232197,4430.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
72,0.0008111308307896872,0.07564475612909151,-0.00017563290786776542,-0.0031302519043232184,2992.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
15,4.037017258596558e-06,0.07564475591611274,-2.2383588545295375e-06,-0.0031302519043232137,5335.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
71,0.000739072203352579,0.0756447559100101,-0.0001627673937233679,-0.0031302519043232115,3033.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
27,1.2328467394420684e-05,0.07564475593639805,-5.5714691575969284e-06,-0.00313025190432321,4841.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
58,0.00022051307399030456,0.07564475594640609,-6.011216148813293e-05,-0.0031302519043232093,3567.0,1.0,-0.0,-0.08333333333333333,-0.16666666666666666,-0.25,-0.3333333333333333,-0.41666666666666663,-0.5,-0.5833333333333333,100000,30,8,0.1,5.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,ramp,-0.6666666666666666,0 days 00:00:18.381961
