,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma0_13,Gamma0_14,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,Gamma13,Gamma14,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime,Gamma,cohlength,ucohlength,ueta
24,24,24,98,1.0889999074254764e-05,7.096175112122916e-06,0.0002252220787157,0.0012045288564558,3.3140110277366203e-06,0.0004542987983636,5.942982024655253e-05,5.046781080117798e-05,1.0157784718474791e-06,0.0004899288594873,7.922551496738841e-05,1.684550751944807e-05,0.0001736342307306,0.0003024945199955,0.1011980144947842,0.1133193857699191,0.0437647990075518,0.1219586372266218,0.0427608220908245,0.1228624807777882,0.0423498197189642,0.1238062977226678,0.0416797105111967,0.1246776224201122,0.0413241498988006,0.1259075749906147,0.0382793612966446,0.0346445993097145,-8.069226299362968e-06,-0.0011095895291759,9179.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739936271744,1.0754651557097163,1.0566528825602757,-0.0010994411202327
25,25,25,88,0.0037788052552522,0.0037539180723831,0.0008915221506166,0.0042247031266273,4.0802823303185e-05,0.001885305844856,0.0013955774070688,1.404143396181484e-05,0.0064528251386498,0.0003612507906097,0.0042253643930135,4.638217085466815e-05,4.857510503659992e-06,4.906323554822204e-05,0.1013446070011891,0.1131339307213932,0.0439773460485025,0.1217050414564782,0.0430263963289855,0.122581051567587,0.0426366686151504,0.123508260371309,0.0419837172008306,0.1243676554815272,0.0416352430938695,0.1255854713891865,0.0386184451972123,0.0342996160747292,-8.78937198578591e-05,-0.0011095893874059,9853.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739886284851,1.0752435807828655,1.056652882872811,-0.0010994411202324
26,26,26,21,7.156056150189328e-05,0.0010164820733693,0.0002658445525536,1.790464604903168e-05,0.0016458516364604,0.0044694287861277,0.0065754757766178,0.000234902003857,0.0026434141258416,1.4656087108334722e-06,6.580621926154169e-05,2.2459841087263266e-05,2.843679577602817e-06,7.118648725392017e-05,0.1014545330439952,0.1130084328495541,0.0441299734048444,0.121530044811344,0.0432150345564481,0.1223851537172425,0.0428384601807865,0.1233009713540057,0.0421958558818636,0.1241527427667876,0.0418512682597211,0.1253631673016717,0.0388531669955363,0.0340613220446921,-4.575296529519939e-05,-0.0011095892867752,13268.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739902443981,1.0750853511791143,1.056652882771779,-0.0010994411202325
27,27,27,37,5.559073077525488e-05,4.152461556738036e-06,0.0004742521671399,0.0001650067739763,0.003993388898149,1.73108699464472e-05,2.335447355299426e-06,5.280422047043296e-05,0.0094864367808938,6.725358647394956e-06,1.6393525027963444e-05,3.9299073875125226e-05,0.0001742048020104,0.0002666007021913,0.1013675671441986,0.1128300640024544,0.0441094163432946,0.121319284436318,0.0432010602676539,0.1221677408895486,0.0428269775500089,0.1230780846861282,0.0421868974818047,0.1239260672942655,0.0418430704011577,0.1251325195272498,0.0388546105689837,0.0339651174572913,-3.963494738185353e-05,-0.0011095892635653,13685.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739905990535,1.0750578397851596,1.0566528827496044,-0.0010994411202325
28,28,28,68,5.319504873614056e-06,0.0013208725974743,0.0024084326598193,1.0111576802138748e-05,0.0006048626841678,5.072177392083834e-05,0.0018841767306651,2.111827367384273e-05,1.0331719435182523e-06,0.0024822773976975,0.0005644179324625,0.0060943129777621,0.0007999106706034,2.868835462569459e-05,0.1014359681105014,0.1127529240591804,0.0442040988197411,0.1212115738546719,0.0433179667998167,0.1220471607708487,0.0429521009202526,0.1229505893230283,0.0423183746025998,0.1237936835709842,0.0419769066447994,0.1249956864148082,0.0389999938242672,0.0338179033931089,-3.988752317508461e-05,-0.0011095892003375,9949.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.078973990421899,1.0749599144289042,1.056652882760683,-0.0010994411202325
29,29,29,76,1.3751888739460754e-06,1.0145451252267377e-06,0.0044628073105417,0.0002984611438607,2.303462265100725e-05,3.4600212079443404e-05,0.0011007668631143,0.0007515544674908,3.7131626175213705e-05,3.1569391375686507e-06,1.124423185082928e-05,0.0006103737551976,1.4111098300226475e-06,0.0017631321063953,0.1014753302125538,0.1127069282446634,0.0442591232882177,0.1211475715534051,0.0433860349416265,0.1219755234348484,0.0430248771838822,0.1228746971711133,0.0423949657775312,0.123715159982208,0.0420549712834158,0.1249143812379516,0.0390848208487882,0.0337313678764765,-1.6949873367844106e-05,-0.0011095891630731,20016.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739919562606,1.0749027091964003,1.0566528826647448,-0.0010994411202326
30,30,30,69,0.0006356313390389,0.0012164895125061,0.000114362581193,0.0028763117373417,3.3299869623538816e-05,1.5101195780191683e-05,0.0010038932017585,4.9381054958431645e-05,1.2690258743529397e-06,2.4287410368343032e-05,4.20966269901089e-05,0.0070711640992811,2.644410287283373e-05,5.346465936499515e-05,0.1015720527386529,0.1125978116828524,0.0443930472381569,0.120995383689865,0.0435513535983862,0.1218049800550492,0.0432018297987002,0.1226943985103164,0.0425809577790237,0.1235279703030054,0.0422443418995138,0.1247208580776034,0.0392904561691173,0.0335230690071173,-1.766914809378184e-05,-0.0011095890722809,10763.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739915728232,1.074764514585366,1.056652882688721,-0.0010994411202325
31,31,31,7,0.0009605266748659,8.198946804757422e-06,1.9524945404515874e-05,0.0001429022518022,1.2366622611976588e-05,0.000297163155108,0.0022808377145131,4.974168317927917e-06,0.0010931175023386,0.0006158395132009,0.0001406200859688,1.9569887267915025e-05,9.534495559754784e-06,3.803769147201845e-05,0.1016338335094942,0.1125271077357273,0.0444789276725749,0.1208968079893342,0.0436574337084656,0.1216946545489105,0.0433153200574934,0.122577655082885,0.0427002840776312,0.1234069257016273,0.0423658757499709,0.1245956741024027,0.0394224519317282,0.0333889811013808,-1.691423017729177e-05,-0.001109589013357,12571.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739904440605,1.0746757941346037,1.056652882759295,-0.0010994411202325
32,32,32,94,0.000303999765367,0.0008986260509421,1.760188633480889e-05,0.0025714036686512,0.0016629993195198,2.280782823495586e-06,4.973787705816323e-06,2.2603430259544523e-06,1.989678115460124e-06,0.0057812779241935,0.0019498352789861,0.0039469562155673,0.0001934081554955,0.0009839204828089,0.1016735100937326,0.1124818579426775,0.0445340451700189,0.1208337369644135,0.0437254931546878,0.1216240318652168,0.0433881403781688,0.1225029453231192,0.0427768441204837,0.1233294341493285,0.0424438490759447,0.1245155489020638,0.0395071185866076,0.0333030298343481,-2.977860561641806e-05,-0.0011095889753375,13620.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739925147814,1.0746189506647077,1.056652882629828,-0.0010994411202326
33,33,33,24,0.0041161171402835,7.097804067664078e-05,2.27205544960298e-05,0.0001325404482563,2.587647358790992e-06,2.6900656881010683e-06,0.0003309871503546,1.636514744929849e-06,0.0001043977842701,1.2050389345798916e-06,3.0339537545835235e-05,0.0030452142310164,1.5372827354507988e-05,9.500359473677036e-05,0.101793840464142,0.1126201279892762,0.0446014825344311,0.1209887385904955,0.0437976330048734,0.1217793423206664,0.0434617686077409,0.1226599417423955,0.0428511902858522,0.1234879801659875,0.0425187118579417,0.1246756965787544,0.0395781744713163,0.0333248312237939,-6.063770109700923e-06,-0.0011095889671309,14001.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739942602901,1.0745983065563052,1.056652882520691,-0.0010994411202327
34,34,34,65,2.0818023128464285e-05,0.0011094453728031,0.0023999490607363,1.4856640599273308e-05,0.0003069882496212,2.085018899944573e-05,0.000214072337499,0.0018437933433704,0.0003077018031328,4.132693352436246e-05,0.0050758557109604,0.0038775285935936,8.935521938622545e-06,0.0004718441819022,0.1018235098286956,0.1125848023327818,0.0446430753246563,0.1209396838525966,0.0438490483871014,0.1217245444496316,0.0435168294663858,0.1226020895375681,0.0429090830212538,0.123427838946358,0.0425776802690233,0.1246137000795541,0.0396422431737,0.0332591512384251,-3.180829973682855e-05,-0.0011095889381198,10979.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739942948039,1.0745552166041938,1.056652882518533,-0.0010994411202327
35,35,35,38,0.0083077632704532,0.0086587275641536,0.0021936997938338,1.1069498777088047e-06,0.0001559945555681,0.0002316651555193,5.289604650458162e-05,1.6482837926033646e-05,0.000841660486953,0.0014344874251089,2.325428695077143e-05,0.0001148139958524,6.580703695690236e-05,0.0017696088408619,0.1017232342671462,0.1124249944491095,0.0446031645076826,0.1207544690193828,0.0438108488527222,0.1215353103110039,0.0434794608311808,0.1224090694749169,0.0428728584551766,0.1232320894176055,0.0425416408056525,0.1244148874217481,0.0396133084509871,0.033195166915567,-1.675667156535594e-05,-0.0011095889273852,12573.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739924800934,1.0745476850472948,1.0566528826319952,-0.0010994411202326
36,36,36,60,0.0003128116612293,0.0009079461641957,8.834372009917424e-06,9.571925064564618e-06,1.75797199473559e-06,2.0093306139728133e-05,0.0005565090354359,2.381047814008202e-06,1.1180869019983017e-05,1.017943689724388e-05,0.0001996763252714,0.0007859708803955,9.895803663999054e-06,0.0003037135269264,0.1017647764393051,0.1123763503627665,0.0446612157319165,0.1206865682031296,0.0438826354673243,0.1214595713607513,0.0435562176210168,0.1223287874362132,0.0429535911963,0.1231490307854281,0.0426238984087559,0.1243289241155746,0.0397027061855975,0.0331039274047235,-5.838715232237213e-06,-0.0011095888866981,11351.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739881893707,1.0744875774405578,1.0566528829002646,-0.0010994411202324
37,37,37,52,3.7081545250824464e-06,0.0005983135337148,0.0002299772227323,0.0001195748585894,0.0069699120193163,1.6211030445574231e-06,0.0001626868280416,0.0014466301021403,0.0084308504373492,0.0002831228075582,0.0047332763582849,0.0002236806740002,1.6877777743421614e-05,0.0027784215140394,0.1020232683746698,0.1120812157310221,0.0450204736031636,0.1202752763736857,0.0443260637315606,0.1209991690329055,0.0440306705720324,0.1218417058938094,0.0434524063283248,0.1226438413857645,0.043131966097277,0.1238066454872948,0.0402542044153876,0.0325438376877983,-7.74600511910129e-05,-0.0011095886318106,12015.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739924063101,1.0741186633219095,1.0566528826366084,-0.0010994411202326
38,38,38,81,0.0001572074333487,0.0057090559681105,0.0015389084599305,0.0003057976962043,0.0007290682063246,8.163348167630937e-06,0.0023292927268027,7.178139234234329e-06,5.386536607202446e-06,0.0023928922375958,1.3064623212754202e-05,7.035840557081636e-06,4.476630623255654e-06,0.0028195782405114,0.1022650370708084,0.11207939139612,0.0452569565067136,0.1202353999182641,0.0446068835926906,0.1209365495144008,0.0443276905626373,0.121768238278272,0.0437615721142966,0.1225630816044489,0.0434460255984202,0.1237197010514045,0.0405848783239987,0.0323012813833914,-3.8884325854250974e-05,-0.0011095885009751,11398.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739897274806,1.0739260906257762,1.0566528828041,-0.0010994411202324
39,39,39,90,0.0007351324547185,0.0020549564282354,0.0007605725879325,1.5898581654390572e-05,0.0003282841823637,0.0005816710217686,0.0061369232770658,5.682238135827176e-06,0.0001012339064948,0.0005788071788011,0.0074125567804979,7.99928430216082e-05,2.4171978954853427e-06,3.71712963649929e-05,0.1024139026861546,0.1116285620566471,0.0455730165099474,0.1196520032524747,0.0449913953927987,0.1203026151885081,0.0447531707519645,0.1210997408284034,0.0442168877775141,0.1218596807075338,0.0439314914404767,0.122964920227386,0.041164045088282,0.0316140928950596,-5.834302810789896e-05,-0.0011095882130174,8248.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.078973990137264,1.073563513017627,1.0566528827784794,-0.0010994411202325
40,40,40,18,1.8566820432821403e-05,0.0034864311681816,2.526756328568953e-05,0.0002662439162046,0.0002368903866797,0.0088916447496683,2.744258855245232e-06,0.000103932433788,0.00841855822481,1.1424799231311567e-05,3.858540745979132e-06,1.1650274597246768e-05,5.850552522971564e-06,3.241197235655036e-06,0.0785572627857909,0.138604345619866,0.0128736985780949,0.1578723020934869,0.0032041361392692,0.1639676594577173,0.000333643827587,0.1638376928765036,0.0034961267578885,0.1608713942556488,0.0064579553575848,0.1604845587622794,0.0023442467433358,0.0706251420726585,-7.689470571290493e-05,-0.0011095717961947,11678.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739913583965,1.112177156635576,1.056652882702128,-0.0010994411202325
41,41,41,53,0.0060834564251767,0.0001167490724115,3.435316250083763e-06,0.0002940001184205,1.4711029439499449e-06,0.0073815688165778,1.5959198157189687e-05,1.526647047773488e-06,1.5528286625038866e-05,1.7446043106906034e-05,8.881209604970164e-05,0.0039357049087148,7.193195217049612e-05,7.322771366363881e-05,0.0766726312581852,0.1409904005208037,0.00987653931795,0.1618885840810304,1.040154024239177e-05,0.1633258228596637,0.0046246742678035,0.1597872959446838,0.0069678196265053,0.1583268935718307,0.0087483240238339,0.1588073002699433,0.0039921274134477,0.0691461674859712,-1.7778247452716302e-05,-0.0011095686039253,12001.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739937890928,1.1128284739297924,1.0566528825501522,-0.0010994411202327
42,42,42,51,0.0011774112360224,0.0075097444555516,1.2748884594385735e-05,0.0001766993618368,1.2405861298133636e-05,2.971701533700603e-06,0.0008689469438357,0.000655008338386,2.4770925020621e-05,0.0040888716377331,3.6911133262021016e-06,0.0061905876345121,6.267375496792668e-05,0.000369611731617,0.0830743984538645,0.1335662049768471,0.018909184080209,0.1507883817843284,0.0110113652272563,0.1559800443132603,0.0076789363421015,0.1601335646372288,0.0031030289562674,0.1651147318851817,9.688205356442264e-05,0.1649412774250246,0.000112779285147,0.0722508228061858,-2.7534975075706075e-05,-0.0011095666849655,10278.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739910020396,1.106631220886089,1.0566528827244106,-0.0010994411202325
43,43,43,30,0.0001571863208586,1.8685649860057632e-06,0.0002532626884216,3.966731808360892e-06,1.82462133060344e-05,6.0113087568645774e-05,0.0005135333271478,1.4770507899310043e-06,0.0007620248087507,2.5284000105468582e-05,6.576324528995024e-05,4.05530660552676e-05,1.7926185627543495e-05,0.0004736061578039,0.1139696146684556,0.0986014134761048,0.0616590899141532,0.1015061662538064,0.0647129178801952,0.0999572630073168,0.0660291115200506,0.0993273910776258,0.0668804322612833,0.0988908285515966,0.0674907329022162,0.0987134123171966,0.0673246959601154,0.0047107339274094,-8.147474451815108e-06,-0.0011095666487449,8815.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739899810527,1.0593562326170516,1.0566528827882449,-0.0010994411202325
44,44,44,58,1.4326961082593095e-06,3.88864556878899e-06,1.0812996967370568e-05,1.2303593444536051e-05,3.657245472901313e-05,1.1429758928383457e-06,0.0002060138351006,2.353839755232216e-06,7.22422664720507e-05,0.0007288714639137,5.3474080663928506e-06,0.0016316370970444,9.107180181002352e-06,7.75847768949856e-05,0.0841865406613821,0.1325989969388346,0.0202392768771604,0.149739073364166,0.0121047338484919,0.1554574163754003,0.0081493654245174,0.160039616977718,0.0033078578824044,0.1653122514975478,1.7688940351158236e-05,0.1652252773902221,0.0001195298102281,0.0723246907998974,-1.8663934710411988e-06,-0.001109565281013,10643.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739930519946,1.1059547708473707,1.0566528825962382,-0.0010994411202326
45,45,45,82,0.0049217271316206,0.0089786205920528,1.5901644588395398e-05,0.0050302296881648,0.000609731757754,1.97096278066195e-06,3.4183108083489803e-06,0.00011439371095,2.952225137280793e-06,0.0032524760673167,1.8988256643714177e-06,0.0022709195313434,0.0018312153522089,0.0019188417250162,0.0769361179532627,0.1406730366030572,0.0107124204576047,0.1599405699765707,0.0022603401602683,0.1631884398693666,0.0025116497650922,0.1638624575205666,0.0010263965600355,0.166250732625537,9.901648442775104e-06,0.1651507761475704,9.37079835368033e-05,0.0723942053982045,-2.169157805980315e-05,-0.0011095645732037,12004.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739907060808,1.1131195037248516,1.0566528827429138,-0.0010994411202325
46,46,46,2,9.011598593866497e-06,7.202951324954627e-06,0.0083111769078591,4.067955851517944e-06,1.0651533573787155e-05,1.5179449593262977e-06,0.0035622658221061,0.0051843358167044,4.092427155606019e-06,1.315747864030318e-06,0.0006038952467705,0.0001142079571211,4.1839478281426185e-06,4.773923591038205e-06,0.1143751732098087,0.0978567928864169,0.0623784034565021,0.1004293816797977,0.0657161730372669,0.0986699551418711,0.0671686669795104,0.0978702958918206,0.0681979850932377,0.0972674565210932,0.06894892136838,0.096934132365204,0.0690099019144156,0.0028502930317298,-4.303164322566682e-05,-0.0011095645227546,8824.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739905558859,1.0587433673210822,1.0566528827523036,-0.0010994411202325
47,47,47,42,4.705047242040342e-05,0.0002085637404108,0.0007256747005682,0.0005461213527132,0.0007190412722682,0.0040738896434225,4.092927157177399e-06,1.2221698827244232e-06,0.0004920183301658,0.0001724982680289,0.0010994785129279,2.445372436313776e-05,0.0002865255306919,0.0065376070962631,0.1143671566174552,0.0978602822313423,0.0623741596173,0.1004285850936792,0.0657016353668093,0.0986251471276724,0.0672654972367897,0.097767481367209,0.0683207759265919,0.09711169364584,0.0691320880669688,0.0967125850157346,0.0692750831763161,0.0025575009015158,-2.385415084334787e-05,-0.0011095641983534,8550.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739920810531,1.058753652314359,1.0566528826569448,-0.0010994411202326
48,48,48,57,4.79334730735032e-05,0.0001270912164767,5.065335343056397e-05,0.0076412463224109,0.0001891651799957,0.0013954364074028,3.853949847698313e-05,1.6192624709428615e-06,6.25098293411479e-05,3.1511153037920803e-06,5.065160065393158e-06,0.0014033151315583,0.0002131855541112,0.0002796896314378,0.1145755300704276,0.0978978843718462,0.0625639239509022,0.1004440451577099,0.0659189567806104,0.0986350515199543,0.0674694200607062,0.0977677857487018,0.0685268945448122,0.0971253927921158,0.0693265753301317,0.0967695318295591,0.069430226014867,0.0025078721864944,-7.437812941957587e-06,-0.0011095641217198,9013.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,-0.8333333333333335,-0.9166666666666669,-1.0,-1.0833333333333337,100000,30,14,0.1,5.0,0.1,0,13,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:53:25.584579,0.0789739917586139,1.0586674733464074,1.0566528826771031,-0.0010994411202326
