,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime
40,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,2.3630871115451208e-07,2.179969761740895e-07,2.546550737062371e-07,7.903961231169441e-07,1.8801006372514499e-06,5.2616476275267315e-06,0.06156007479617667,0.05350270564411514,0.03893060574262921,0.05170834540768964,1.3969378576276996e-05,0.29268818402451685,-0.0009325461722464618,-0.002946913207199482,13716.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
66,0.001,1e-06,1e-06,0.001,1e-06,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,4.5511956706178516e-07,2.0822800552064457e-07,2.2582642045140277e-07,2.1123466016204987e-06,9.25586075028563e-07,5.942100529439016e-06,0.06155892841686903,0.053502892095947795,0.038930951057776726,0.05170897317342557,1.3336056253939543e-05,0.2926897267653535,-0.000904779953741596,-0.0029469131346480143,13865.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
85,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,4.4411120606957656e-07,2.009975208287495e-07,4.6007947132229716e-07,1.7241304803428541e-06,1.8499169587878935e-06,2.0159266201975247e-06,0.06156139282895229,0.0535034666779516,0.038930071124390266,0.051708093635106415,1.4016819105705576e-05,0.2926879867638324,-0.0009764271551494308,-0.002946913053564923,13708.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
96,1e-06,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,1e-06,0.001,1e-06,0.001,2.864255652940435e-07,9.827608804131222e-07,2.644232507184347e-07,1.1703326787901843e-05,9.79483403338295e-07,2.9531501127365903e-06,0.061633824833715566,0.05357970555911887,0.038987632384198966,0.051788327976972734,3.4840238625275626e-06,0.2931124655725475,-0.0009116675928913739,-0.0029469130440666212,10444.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
22,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,4.6043876678779854e-07,1.8102894131447225e-07,4.6459137756617405e-07,1.7877194823070594e-06,2.1690064707161412e-06,2.848400877190467e-06,0.06164866588382637,0.05358012735691856,0.03898599921165012,0.05178282371285423,1.3531441988714144e-05,0.29311266906248906,-0.0009168301924150301,-0.0029469129907211777,13910.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
73,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,2.0074218570425545e-07,2.3199194082438188e-07,2.7713509526918675e-07,1.1451628734314809e-06,9.73487757666838e-07,2.043288130510806e-06,0.06165189928849851,0.05358008949535294,0.038984906422370284,0.051780510092003545,1.673847938803077e-05,0.29311006688159624,-0.0008904779928481556,-0.002946912987473266,10581.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
99,0.001,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,4.348251851558467e-07,2.155054429783943e-07,5.671160049328007e-07,8.47213763008634e-07,1.970709384207152e-06,5.920396144133492e-06,0.06164685778044721,0.05357910261461926,0.03898630381394341,0.05178285774051583,1.3204611850279288e-05,0.29311068275747204,-0.0009186799904886165,-0.002946912930594677,13767.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
44,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,2.0766769144676652e-07,2.0402401072857686e-07,5.471713225882126e-07,7.504254723455919e-07,1.941067367244599e-06,5.232150825842153e-06,0.06155971531194367,0.05350278558616233,0.03893064731828576,0.051708121295232855,1.4362336217141084e-05,0.29268770201434385,-0.0010021213929689906,-0.002946912894746507,13352.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
5,1e-06,0.001,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,0.001,1e-06,1e-06,2.2469999038138806e-07,3.998176056251715e-07,5.397072642643554e-07,8.057290158387439e-07,2.1601507314616497e-06,2.4353470362816784e-06,0.06156210998684052,0.05350363723947689,0.03893028033374318,0.05170797935648361,1.469715949833706e-05,0.29268898648413366,-0.0009825205012527329,-0.002946912868845896,13329.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
97,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,4.1943690630715765e-07,2.0181299492575882e-07,2.2128803976185907e-07,6.109449985232461e-07,2.103233900379863e-06,1.354529569809663e-06,0.061563757284229394,0.05350348885745123,0.038929430744953565,0.051706336684816875,1.6715761222819264e-05,0.2926864158178954,-0.0009103177292256482,-0.0029469128369484787,13632.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
95,1e-06,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,2.3899356220895975e-07,1.8602750281394347e-07,4.60204832021706e-07,1.7473228597809218e-06,1.939388415397567e-06,1.4377455661658149e-06,0.06165021951918354,0.053580272272487295,0.03898522140381108,0.05178106627235116,1.5930994708236828e-05,0.2931103171492501,-0.0009477439462213483,-0.002946912721759835,13680.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
25,1e-06,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,2.3065828345499399e-07,4.3542141801388586e-07,2.557001056725176e-07,2.247742665997478e-06,1.1339632658924361e-06,6.2131112777606246e-06,0.06155830979786323,0.05350302454466043,0.03893111876022781,0.0517086503168071,1.4170964848565466e-05,0.2926897671495293,-0.0009609294444502489,-0.00294691271276862,13354.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
69,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,2.214451734039579e-07,5.925098554181468e-07,3.1607417675243367e-07,1.1754233329744269e-06,1.2342534449902786e-06,6.07128121250602e-06,0.06164755081717874,0.053579307716067615,0.03898619149353396,0.051782226707808375,1.4506474538739392e-05,0.2931110319776701,-0.0009214850894851565,-0.002946912702056631,12424.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
27,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.001,1e-06,5.321829191855447e-07,6.152939042039071e-07,3.6012298420041085e-07,1.9687903381988414e-06,1.9077352053413438e-06,4.926385973967692e-06,0.06164631461677414,0.05357942343374237,0.038986297129159596,0.0517830206457873,1.2937824356703064e-05,0.29311093348425055,-0.0009008799175988813,-0.0029469126197464294,12593.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
1,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,4.1251143076470873e-07,2.072210886626825e-07,2.3507871804730035e-07,2.039787554408489e-06,1.8619986177186256e-06,5.3624832880998926e-06,0.06164610922376089,0.05357902125451767,0.03898586899421811,0.05178166218846213,1.4763837501500487e-05,0.29310855442494155,-0.0009805131541885208,-0.002946912609636524,13348.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
7,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,6.931945504968449e-07,2.997761642937426e-07,5.079760995104879e-07,2.07030580108736e-06,2.267851153539233e-06,6.598868168191328e-06,0.061644139465674985,0.0535790304184363,0.03898675666559105,0.05178336882505702,1.25276110213862e-05,0.29311069350408864,-0.0008615853550173615,-0.0029469124764796746,13468.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
20,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,1e-06,6.344917164196076e-07,2.590015827116063e-07,8.233584975595334e-07,1.7249567771868608e-06,2.030493108769258e-06,5.304077423526593e-06,0.061557695147863634,0.053502957696881,0.03893112097894377,0.05170907638110241,1.2962368245578935e-05,0.2926883674365904,-0.0009299397255511351,-0.002946912468437424,12533.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
92,0.001,1e-06,1e-06,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,5.310512449886274e-07,2.344866267371628e-07,2.680470974815346e-07,2.604676415960398e-06,2.640922529844704e-06,2.4884312028404194e-06,0.06155884292281749,0.05350315847666486,0.03893016309526647,0.05170754711015948,1.4717155340708202e-05,0.2926859936977393,-0.000974305977452007,-0.002946912464809707,12451.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
89,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,0.001,1e-06,0.001,6.375460120090164e-07,1.0931498213064882e-06,3.591588057362249e-07,1.1386588517604364e-06,1.36817149659047e-05,2.613076061344058e-06,0.06163457956340843,0.053579055068432836,0.03898944588435008,0.05179029097012005,1.428868544558931e-06,0.29311412127401054,-0.0009738035368532458,-0.0029469124011410816,9888.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
55,1e-06,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,2.3170974010470692e-07,4.7232624304860717e-07,7.159620742419034e-07,1.2924802611388638e-06,1.7760478852120619e-06,9.834998442782056e-06,0.06164261385805565,0.05357845759149568,0.03898735356529871,0.051783529610988484,1.2713418999711322e-05,0.2931107614477195,-0.0009187702701271643,-0.002946912356332219,12674.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
4,0.001,0.001,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,1e-06,4.4902940404705665e-07,4.4002283751638105e-07,5.886231656606671e-07,2.6265225148010652e-06,8.230991039015192e-07,7.671923837757728e-06,0.061644089263476524,0.05357908419759253,0.0389867993469463,0.05178300297111089,1.3402289286396422e-05,0.2931110244341644,-0.0009927517182989265,-0.002946912345643881,12497.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
87,1e-06,1e-06,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,4.2371908620308833e-07,5.068474633395598e-07,7.359833286983162e-07,2.360001272317496e-06,2.1344924709961176e-06,6.994733845156599e-06,0.0616432669155214,0.053579209905313466,0.038987139089128625,0.05178391840641528,1.2002291749748639e-05,0.2931117608079428,-0.0008625802176785016,-0.0029469123321131784,14068.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
39,0.001,0.001,1e-06,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.001,1e-06,6.107180857473699e-07,4.816298505468284e-07,2.439937282149622e-07,2.5434666562412723e-06,2.4101530997167763e-06,7.209037275701071e-06,0.0616431870208357,0.05357902524610327,0.03898700503187973,0.05178344645569702,1.2712549507297857e-05,0.2931112654522476,-0.0009492055799139083,-0.0029469123134252904,12731.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
68,0.001,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,4.759396191124664e-07,5.463621567166403e-07,2.359992202547713e-07,3.943683207608282e-06,7.306077196131878e-07,1.118593022252624e-05,0.06163879928652943,0.0535777751910156,0.03898740498829895,0.05178376863392694,1.169263607419845e-05,0.2931086421378462,-0.0009659133222371138,-0.00294691228576296,11686.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:19:24.633657
