,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime,Gamma,cohlength,ucohlength,ueta
10,10,10,51,3.617119475189519e-06,1.7904572708489033e-06,0.0006584052099605,1.0423689490266448e-06,1.06011523926133e-05,1.806754893318485e-05,0.0021277642442313,0.0001573186107937,3.304002689050327e-06,0.0007265852297314,0.0823687750293184,0.1346306359365546,0.0178860673854476,0.1522749836317701,0.0096026159529572,0.1570846653374852,0.0078238206872549,0.1607494680836947,0.0004130435618867,0.0707601499526832,-2.7602153176960324e-05,-0.0020969975538783,13486.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918954681212,1.0944271414723274,1.0577598338896008,-0.0020709645575326
11,11,11,41,0.0005921289358711,2.9638373362221368e-05,0.0001227159890884,0.0076050639678509,2.7112500239939523e-05,1.486511416104515e-06,2.049425308926989e-05,4.622323824678509e-06,4.391730034662661e-06,4.469873231715641e-06,0.0823790062543612,0.1346209644659074,0.0178990832959938,0.1522613857359171,0.0096183154730295,0.1570713121063718,0.0078368593088233,0.1607400264231195,0.0004221495895408,0.0707519494461649,-7.657933751164767e-05,-0.002096997475367,15380.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918980250281,1.0944137645758163,1.057759833363796,-0.0020709645575328
12,12,12,56,0.0058349463846664,0.0001809812329503,2.936007444979789e-06,5.986054591323288e-06,0.0011099178431545,1.2883281981574878e-05,2.282913522033134e-05,1.9320169696786176e-05,4.546632780489686e-05,4.279279057484208e-05,0.0823808556295612,0.1346174023237702,0.0179021166980933,0.152256717575912,0.009622052287165,0.1570666486878338,0.0078399842850179,0.1607362773633211,0.0004243932043496,0.070749307283281,-4.841248495224842e-05,-0.0020969974560134,13228.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918984307677,1.0944108208604777,1.0577598332803584,-0.0020709645575328
13,13,13,80,1.9060467005409487e-06,1.129670385683378e-05,3.629318667634459e-06,5.090522212487063e-06,1.8018880996048503e-06,0.000139114437013,0.0002656867476604,9.557796098966016e-06,8.97347848758952e-06,0.0091568132845917,0.0823863276606593,0.1346133237889983,0.01790865802279,0.1522508096232327,0.0096298418006988,0.157060988735731,0.007846303063155,0.160732735035117,0.0004285510157946,0.0707459879398001,-2.277023495958396e-06,-0.0020969974199588,12433.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918971053301,1.094404042514288,1.0577598335529237,-0.0020709645575327
14,14,14,50,1.9161369371239607e-05,1.7972474468028397e-05,1.7449611530737373e-05,0.0014299622884199,8.294004655811177e-05,2.009730101609025e-05,0.0011217386347694,2.612110881959429e-05,1.2637021961946458e-06,0.0062136283609621,0.0823996586656281,0.134599643318632,0.017925771520759,0.1522325918726199,0.009649149132339,0.1570454985389811,0.0078587604424122,0.1607263783400472,0.0004316161189017,0.0707441540411964,-2.8554628594976213e-05,-0.0020969973891247,10962.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918992632916,1.0943878016884212,1.057759833109156,-0.0020709645575329
15,15,15,23,0.0005372938021989,0.0031018812045397,5.406448538801407e-05,0.0001757375738898,2.1203132800614062e-06,2.772704527787377e-06,9.468054859062033e-05,0.0034994624797527,7.517660527536395e-05,3.898312084963663e-05,0.0823899719353869,0.1346090840714514,0.0179136006027504,0.1522449707908817,0.0096358837430599,0.1570551372672319,0.0078514524367848,0.1607282347074064,0.0004323660060563,0.0707422359026632,-3.046603505861081e-05,-0.0020969973871788,13337.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918966144509,1.0943989987472793,1.05775983365387,-0.0020709645575327
16,16,16,62,1.5169225143063229e-06,1.4115196573780202e-06,0.0014411391613349,1.3746016084644255e-05,0.0021666935553416,4.13983613149944e-05,1.3182462194021806e-05,1.0689298984100663e-06,2.547583512025008e-06,4.082547348404196e-06,0.0823951159660144,0.134604694237482,0.0179199688383383,0.1522387067763551,0.0096435523446087,0.1570489913523707,0.0078578392994762,0.1607239774001168,0.0004368465517151,0.0707383564756587,-5.709891020174605e-05,-0.0020969973484429,15234.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918973434098,1.0943924053102696,1.0577598335039644,-0.0020709645575327
17,17,17,55,7.270797707153479e-06,0.0005855033824779,0.0001074208992043,0.0026141386157548,9.309132512387045e-06,9.78065970479719e-05,1.5637975087654872e-05,0.0007566537536025,1.8696971080863723e-05,0.0030789764498377,0.0824764154235355,0.134353949271737,0.0180980544620326,0.1518902272512352,0.0099061727280642,0.1566775416051689,0.0080637120972849,0.1605152954372366,0.0004243486299925,0.0707234260679981,-5.5098980283279226e-05,-0.0020969973057787,7888.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918978527437,1.0941906773845147,1.0577598333992249,-0.0020709645575328
18,18,18,19,3.619493013044886e-05,0.0003127228794643,0.0001251019823809,0.0001770533006051,3.3205610867373846e-06,0.0011907859917068,1.5609178478901938e-05,1.5558145524991754e-06,5.337430985194879e-06,3.193804310761644e-05,0.0824013772866758,0.1345952119331995,0.0179292670292832,0.152226055702361,0.009654898991805,0.1570364472847754,0.0078672539351991,0.1607142888741602,0.000443458764649,0.0707311972328317,-3.3915503966281606e-05,-0.0020969972913611,13722.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.077191896313589,1.0943832117598573,1.05775983371574,-0.0020709645575327
19,19,19,29,0.0002832986866793,0.0033419697787277,0.0074077660385972,0.0054388380162636,1.3382509133175354e-06,1.7291850758023982e-06,2.3079437937879226e-05,0.0001191686698858,2.0565798736138982e-06,5.0739448684734674e-05,0.0823055998038379,0.1343914062870422,0.0179227246927875,0.1519894086124018,0.009662883578828,0.1567925763353632,0.0078739287960128,0.1604700496719728,0.0004550761094711,0.0706207529557122,-9.17215901161546e-05,-0.0020969971894495,12652.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918980403561,1.0944133405489662,1.0577598333606446,-0.0020709645575328
20,20,20,35,4.5250768901510376e-05,5.186368125740299e-06,0.0099228759536694,0.0003447328972258,0.0008130158090234,3.540012691558107e-05,0.002225594454699,8.575433690066338e-05,1.500374582691806e-06,3.857343012236109e-06,0.0823107603803924,0.1343835804707875,0.0179304276086877,0.1519789271460005,0.0096723311738042,0.1567821237647902,0.0078818628082331,0.1604618391959228,0.0004608044732634,0.0706145667017839,-0.0001258349180717,-0.0020969971399621,12914.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918983630753,1.0944056661220096,1.057759833294278,-0.0020709645575328
21,21,21,13,0.0003929705390799,0.0041983262171902,0.0031391938878682,0.0087189024671437,1.05514262307689e-06,0.0090844210524579,0.0001516350747153,3.797600772590703e-06,5.008093519920924e-05,2.612246646235562e-06,0.0822016565961994,0.1348170317416744,0.017668711445779,0.1525114565387126,0.0093737765983003,0.1572585143589806,0.0077196495068605,0.1607647746829832,0.0004718005201306,0.0706865660852535,-0.0003009058917266,-0.0020969971067123,12269.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918963735376,1.0946182165914795,1.0577598337034115,-0.0020709645575327
22,22,22,25,1.226102311763987e-06,2.590633615747201e-05,0.0005215612704862,0.0001954095801697,0.0002871247505486,3.076921294337575e-05,0.0003382560158603,0.0037707523293098,0.0040040869214708,0.009355664898473,0.0823162848158876,0.1343798236312071,0.017936883325501,0.1519733911576023,0.009680053066012,0.1567767202414495,0.0078883028661611,0.1604583479006925,0.0004653129254118,0.0706110039507943,-3.380794298598965e-05,-0.0020969971009385,14295.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918987038331,1.0943989090488655,1.0577598332242055,-0.0020709645575328
23,23,23,17,0.0006116261170355,7.840701284567844e-06,0.0066241487867467,7.064272029074298e-06,1.0560051493883702e-06,3.2079430957666567e-06,2.607722134179416e-06,1.2286347075016485e-06,4.016333508484507e-05,5.946568748683134e-05,0.0823168419423075,0.134379218291772,0.0179376218562847,0.1519725551131349,0.0096809472593977,0.156775895068724,0.0078890478403848,0.1604577434625498,0.0004658377941181,0.0706105044520566,-3.634828646072724e-05,-0.0020969970963939,15549.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918980608281,1.094398157767646,1.057759833356434,-0.0020709645575328
24,24,24,52,1.2115351920001016e-05,0.0062714201144688,5.824179753924132e-05,3.229614986396275e-05,0.0066161049708869,1.3061577441837855e-06,0.0025275244462579,5.456758830062254e-05,1.8517480229671883e-06,0.0001481326467378,0.0823192085058171,0.1343756012288177,0.0179411617182132,0.1519677147805541,0.0096852764455938,0.1567710864198291,0.0078926487283533,0.1604540010640656,0.0004683846836783,0.0706077375452252,-0.0002057529785736,-0.0020969970743613,15108.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918960741315,1.0943946397780442,1.0577598337649814,-0.0020709645575327
25,25,25,34,0.0024666767904028,0.0005942398592723,1.236875949951551e-05,6.732789579328972e-06,1.806047674312192e-05,0.0006493471271681,8.624896130700621e-06,8.02257701459046e-06,4.3818425270351045e-05,9.165464322565931e-05,0.0824310418616201,0.134562962027745,0.0179685833593685,0.1521815076167527,0.0097025010495093,0.1569924923839641,0.0079068824113353,0.1606821110372934,0.0004713299179737,0.0707046421529799,-2.4767244494513446e-05,-0.0020969970503189,13320.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918976345727,1.094343237381985,1.057759833444091,-0.0020709645575328
26,26,26,97,1.727193279290589e-05,6.306067816639603e-05,5.4292393151607984e-05,3.0607705962796834e-05,1.1439861560646e-06,6.180424104937185e-06,8.348133840507613e-06,0.0005820231581548,1.8296542353110622e-05,0.0010878137071985,0.0823250269176655,0.134369177792039,0.0179488540541684,0.1519590571343485,0.0096942550124547,0.1567631382461876,0.0078992478210377,0.1604493288332807,0.0004716527715817,0.0706047947182752,-5.200012805656556e-06,-0.0020969970449095,12075.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918959042741,1.094387129317808,1.057759833799911,-0.0020709645575327
27,27,27,45,9.18524428334675e-05,0.0010520160375122,7.354236598669669e-05,0.0047489761735601,0.0003016812315445,0.0003526851189671,0.0004224111717198,0.0007927948541275,0.00024869761186,1.688770012802024e-05,0.0824356474323726,0.1345577724861347,0.0179747560993195,0.1521743688099321,0.0097099826011114,0.1569854392210397,0.007913117133182,0.1606769025229764,0.0004757268488569,0.0707003925811793,-0.0001000391911351,-0.0020969970122525,11769.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918961653364,1.0943369795359896,1.0577598337462268,-0.0020709645575327
28,28,28,7,4.635295235266241e-06,0.0004521568380419,0.0069090910672097,4.015676282759015e-05,3.267080519530781e-06,2.4663242235918472e-05,8.082681747422668e-06,3.2235914483071124e-06,0.0005182064429481,0.0001189222547441,0.0824383065601382,0.1345549581905281,0.0179782518296667,0.1521704681650745,0.0097142136466606,0.1569815890463339,0.0079166455005577,0.1606740917720426,0.0004782162961941,0.0706980441345551,-4.027138698572231e-05,-0.0020969969906958,13106.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918976729495,1.0943334180587652,1.0577598334361982,-0.0020709645575328
29,29,29,43,0.000110158080724,8.067315919175715e-05,3.877634773100338e-05,0.0047456070285319,0.0046655248174296,0.0023801364453502,4.231998184067572e-06,3.187871437766248e-06,1.2858289002767829e-06,0.0062660376712748,0.0823338228926739,0.1343579558285754,0.0179612144603115,0.151943625321169,0.0097096159398346,0.1567472837409941,0.0079128903497172,0.160436239043211,0.0004826192885438,0.0705936249692987,-0.0001041834428275,-0.0020969969509685,12971.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918993035528,1.0943744052125803,1.057759833100877,-0.0020709645575329
30,30,30,49,0.0008550358444339,1.0731709287997212e-06,0.0004965327604108,3.163473187337539e-05,0.0007314158267577,0.0005631411416588,0.0096408922209457,7.182819531076849e-06,0.0003040427087836,0.0014405508964318,0.0823354204726177,0.1343572747958634,0.0179629272101883,0.1519425075794951,0.0097116632250442,0.1567461741219229,0.0079146468143207,0.160435579030136,0.0004839179852173,0.0705927174247111,-7.90456984770923e-05,-0.0020969969397948,14877.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666667,-0.5,-0.5833333333333334,-0.6666666666666667,-0.7500000000000001,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:08:37.565951,0.0771918986521511,1.0943725550840704,1.057759833234834,-0.0020709645575328
