,Gamma0,Gamma,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,profile,Delta,runtime
84,0.0003511191734215135,0.04390785919869054,-0.0009025221299549494,-0.002627833690387859,3353.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
18,3.511191734215142e-06,0.04390785917967389,-0.0008091947691446097,-0.0026278336903878576,5394.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
32,9.3260334688322e-06,0.043907859054699114,-0.0008108907947989033,-0.002627833690387849,4960.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
8,1.747528400007683e-06,0.04390785902858228,-0.0008086792752463097,-0.0026278336903878445,5705.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
99,0.001,0.04390785902840253,-0.001047065546325393,-0.002627833690387842,2891.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
49,3.053855508833419e-05,0.04390785899851441,-0.0008170322090953922,-0.002627833690387841,4434.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
70,0.00013219411484660315,0.04390785895483602,-0.0008455363471625158,-0.002627833690387836,3785.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
17,3.2745491628777315e-06,0.0439078589409612,-0.000809125631243878,-0.002627833690387834,5425.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
33,1e-05,0.04390785887155716,-0.0008110870192439911,-0.002627833690387827,4929.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
90,0.0005336699231206312,0.043907858845086196,-0.0009463511040003849,-0.0026278336903878263,3168.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
78,0.00023101297000831627,0.04390785880876106,-0.0008719338198181921,-0.00262783369038782,3538.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
61,7.054802310718646e-05,0.0439078587757093,-0.0008284277941995894,-0.0026278336903878185,4063.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
95,0.000756463327554629,0.043907858683830035,-0.0009962384792528468,-0.0026278336903878103,3014.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
34,1.072267222010323e-05,0.04390785867222881,-0.0008112973432452084,-0.0026278336903878077,4898.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
16,3.0538555088334123e-06,0.043907858655897414,-0.0008090611448056878,-0.0026278336903878038,5456.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
50,3.274549162877732e-05,0.04390785862655862,-0.0008176671084177526,-0.0026278336903878003,4403.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
0,1e-06,0.04390785851234312,-0.0008084606304042243,-0.0026278336903877934,5955.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
35,1.1497569953977357e-05,0.04390785845763397,-0.0008115227737200744,-0.0026278336903877864,4867.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
85,0.00037649358067924713,0.04390785840028491,-0.000908795594291618,-0.00262783369038778,3322.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
71,0.00014174741629268076,0.04390785838908943,-0.0008481416357202164,-0.00262783369038778,3754.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
3,1.232846739442066e-06,0.043907858392668885,-0.0008085287455989105,-0.0026278336903877786,5861.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
15,2.848035868435805e-06,0.043907858321126494,-0.0008090009974023823,-0.0026278336903877734,5487.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
62,7.56463327554629e-05,0.043907858305456356,-0.000829862906044291,-0.0026278336903877712,4032.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
51,3.5111917342151415e-05,0.04390785824635927,-0.0008183470546744459,-0.002627833690387769,4372.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
36,1.2328467394420658e-05,0.043907858228619256,-0.0008117643885805761,-0.002627833690387765,4836.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
7,1.6297508346206435e-06,0.04390785814595428,-0.0008086448324909256,-0.002627833690387755,5736.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
79,0.0002477076355991711,0.04390785812451747,-0.0008762787400019052,-0.002627833690387755,3507.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
37,1.3219411484660286e-05,0.04390785798596227,-0.0008120233416044509,-0.002627833690387739,4805.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
91,0.0005722367659350221,0.043907857909191376,-0.0009552495006629387,-0.002627833690387734,3137.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
14,2.6560877829466896e-06,0.04390785793303255,-0.0008089448975246428,-0.002627833690387734,5518.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
52,3.7649358067924715e-05,0.04390785785798368,-0.0008190751820177328,-0.0026278336903877266,4341.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
63,8.11130830789689e-05,0.04390785782565977,-0.000831397576317477,-0.0026278336903877257,4001.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
72,0.00015199110829529347,0.04390785781000575,-0.0008509220360385982,-0.0026278336903877227,3723.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
38,1.4174741629268048e-05,0.043907857730375074,-0.0008123008676211406,-0.0026278336903877153,4774.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
96,0.0008111308307896872,0.0439078576182303,-0.0010079582800607758,-0.0026278336903877058,2983.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
86,0.0004037017258596558,0.04390785757952329,-0.0009154542081366261,-0.002627833690387701,3291.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,0,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,ramp,-0.5,0 days 00:01:11.906603
