,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime,Gamma,cohlength,ucohlength,ueta
10,10,10,18,1e-06,0.001,3.1622776601683795e-05,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,3.1622776601683795e-05,0.0814847643373012,0.1353241394581443,0.0168336157597249,0.1529989517510578,0.0089091870470554,0.1576246904108098,0.0065356019231963,0.1594714381153993,0.0064306055647227,0.1612181227178568,0.0007137972507877,0.0715071254433322,-3.9371195481889424e-05,-0.0014871892770641,15310.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305215812325,1.101989478737414,1.0570587736228194,-0.0014715280018763
11,11,11,13,1e-06,3.1622776601683795e-05,1e-06,1e-06,0.001,0.001,0.001,3.1622776601683795e-05,1e-06,0.001,0.001,0.001,0.0833176358176445,0.1334202042715727,0.0193183419358009,0.1502300608023317,0.0121936896496904,0.1546185028311547,0.0096268217148397,0.1570134649808706,0.0086505052774399,0.1597852248819698,0.0019825566831197,0.0704290722303172,-1.0644788267395903e-05,-0.0014871880280867,9313.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.07823052538579,1.0990260652189812,1.0570587731648646,-0.0014715280018765
12,12,12,8,3.1622776601683795e-05,0.001,1e-06,1e-06,0.001,1e-06,3.1622776601683795e-05,0.001,1e-06,0.001,3.1622776601683795e-05,3.1622776601683795e-05,0.0848564385649665,0.1318555503739485,0.0212460557433059,0.1481769249163505,0.0142190659895777,0.1528457779695168,0.011134972088423,0.1558019890443093,0.0095683068213832,0.1591551915401793,0.0024065517066832,0.0700504542365218,-2.6424439556707767e-05,-0.0014871869432342,12196.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305248192834,1.0972809619787656,1.057058773233055,-0.0014715280018765
13,13,13,32,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,0.001,0.001,0.001,1e-06,1e-06,3.1622776601683795e-05,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,0.0848614975999952,0.1318496935636069,0.0212529959892369,0.1481686370858583,0.0142279354151453,0.1528364781703251,0.0111442733224551,0.15579253732377,0.0095774469830649,0.1591459337292225,0.002415906634518,0.0700410344129109,-1.5062130074421964e-05,-0.0014871869220149,15938.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.078230523565166,1.0972728669368053,1.0570587733840144,-0.0014715280018764
14,14,14,82,3.1622776601683795e-05,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.001,1e-06,1e-06,1e-06,1e-06,3.1622776601683795e-05,0.001,0.0848701374075639,0.1318423901706518,0.0212637637392254,0.1481579350924069,0.0142414697755807,0.1528246931829974,0.0111581412059307,0.1557809424708496,0.0095906264414043,0.1591349992403432,0.0024288512616537,0.0700289310946912,-1.6630362282139948e-05,-0.0014871868920495,18320.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305245640639,1.0972605856722688,1.057058773263775,-0.0014715280018764
15,15,15,6,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,1e-06,1e-06,3.1622776601683795e-05,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,0.001,1e-06,1e-06,0.0848768064776441,0.1318314898003127,0.0212742236981228,0.1481428581593592,0.0142552378949435,0.1528072438544434,0.0111732618653304,0.1557624349306663,0.0096064355067284,0.1591159128512118,0.0024461529865778,0.0700103098650402,-1.661373127387802e-06,-0.0014871868540139,16915.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305241725873,1.097247821860807,1.0570587733108967,-0.0014715280018764
16,16,16,43,3.1622776601683795e-05,3.1622776601683795e-05,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.001,3.1622776601683795e-05,0.001,0.001,3.1622776601683795e-05,3.1622776601683795e-05,0.084903880524628,0.1318037764707928,0.0213097281979597,0.1481035910610582,0.0142995346186207,0.1527648196030867,0.0112176050118926,0.1557217190900136,0.0096470816240781,0.159079091311979,0.0024844642317562,0.0699732142235882,-2.2938186527720688e-05,-0.0014871867635127,17490.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305214304767,1.09720800883006,1.0570587736409671,-0.0014715280018763
17,17,17,11,3.1622776601683795e-05,1e-06,0.001,0.001,3.1622776601683795e-05,1e-06,0.001,3.1622776601683795e-05,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.0849290972833897,0.1317731853665573,0.0213447835035664,0.1480608258902518,0.0143438758696386,0.1527175903402622,0.0112630440245936,0.1556750488015697,0.0096902707669877,0.1590350661127207,0.0025270859682574,0.069929857646354,-3.012122584889189e-05,-0.0014871866649969,17690.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305269147135,1.0971678933067217,1.0570587729808267,-0.0014715280018766
18,18,18,16,3.1622776601683795e-05,1e-06,0.001,3.1622776601683795e-05,1e-06,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,0.001,0.0849325339140233,0.1317708469922243,0.0213488305764319,0.1480572772911779,0.0143489443154917,0.1527137549910754,0.0112682383958433,0.1556712047334875,0.0096952147514538,0.1590313541904436,0.0025319764472093,0.0699255674918015,-1.87804651915045e-05,-0.0014871866537432,15828.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305247145684,1.0971632957836612,1.0570587732456591,-0.0014715280018765
19,19,19,21,0.001,0.001,3.1622776601683795e-05,3.1622776601683795e-05,0.001,0.001,0.001,0.001,3.1622776601683795e-05,0.001,0.001,0.001,0.0849371355696104,0.1317671354350073,0.0213545204465955,0.1480518202035396,0.0143560939734809,0.1527077162632022,0.0112755819817322,0.1556652459550313,0.0097022209304076,0.1590257055663989,0.002538896440221,0.0699191751071271,-4.752942284855571e-05,-0.0014871866377414,14470.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305247324757,1.0971568090517014,1.0570587732435022,-0.0014715280018765
20,20,20,57,3.1622776601683795e-05,0.001,1e-06,1e-06,3.1622776601683795e-05,0.001,1e-06,0.001,3.1622776601683795e-05,0.001,1e-06,1e-06,0.0849483531194013,0.1317546051975802,0.0213697190652555,0.1480340947067382,0.0143753800438247,0.1526880108588748,0.0112955548472677,0.1556454948680384,0.0097215117171096,0.1590066903419316,0.0025582996048826,0.0698998204179313,-2.475622920323867e-05,-0.0014871865933189,14444.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305254386269,1.097139288115137,1.0570587731585048,-0.0014715280018765
21,21,21,40,0.001,1e-06,1e-06,1e-06,3.1622776601683795e-05,0.001,0.001,0.001,3.1622776601683795e-05,1e-06,1e-06,0.001,0.0849649538367336,0.1317328383591325,0.0213933818479813,0.1480039312413897,0.0144052733143449,0.1526548215959972,0.0113260127302617,0.1556128878489388,0.009750235728866,0.1589761797755589,0.0025864362258271,0.06987058100656,-1.857593052809917e-05,-0.0014871865279846,16404.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305224819066,1.0971123067706547,1.057058773514406,-0.0014715280018763
22,22,22,47,1e-06,3.1622776601683795e-05,0.001,1e-06,1e-06,1e-06,1e-06,3.1622776601683795e-05,0.001,3.1622776601683795e-05,3.1622776601683795e-05,0.001,0.0848642173840583,0.1315462844353032,0.0213713773013574,0.1477891488786716,0.0143928089705891,0.1524313254175374,0.0113174296710472,0.1553843574016685,0.0097433478604914,0.1587430632783789,0.0025896192462896,0.0697682209272508,-5.086728212928511e-06,-0.0014871865161495,16605.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305254660061,1.0971325519473087,1.0570587731552077,-0.0014715280018765
23,23,23,77,3.1622776601683795e-05,0.001,1e-06,3.1622776601683795e-05,0.001,1e-06,1e-06,3.1622776601683795e-05,0.001,3.1622776601683795e-05,1e-06,1e-06,0.0849788612513808,0.1317206667023379,0.0214109528318965,0.1479861702420166,0.0144274924215785,0.1526350438175499,0.0113490846654957,0.1555929417560067,0.0097726140379164,0.1589567811567739,0.0026090370486799,0.0698492958678067,-1.8668958568562208e-05,-0.0014871864763544,13998.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.078230522716093,1.097092086829251,1.0570587734862162,-0.0014715280018763
24,24,24,84,1e-06,3.1622776601683795e-05,0.001,3.1622776601683795e-05,0.001,3.1622776601683795e-05,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.001,0.001,0.0850182023620145,0.1316741999120333,0.0214651235821376,0.1479210637160986,0.0144958836044402,0.1525633207943627,0.0114190268811514,0.1555221246445511,0.0098389874910769,0.1588899100772129,0.0026745784485578,0.0697830299837502,-2.7740936977963847e-05,-0.0014871863247809,17722.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305229251509,1.0970302529815186,1.0570587734610533,-0.0014715280018763
25,25,25,91,0.001,1e-06,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,0.0850221331814452,0.1316694349950694,0.0214705881319654,0.1479143886844506,0.0145028005671683,0.152555941642728,0.0114261358712502,0.1555148093957348,0.0098457839698002,0.1588829506263106,0.0026813468900215,0.0697761365987494,-1.0581839627161144e-05,-0.0014871863091813,14488.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305228812985,1.0970239916462363,1.05705877346633,-0.0014715280018763
26,26,26,23,1e-06,3.1622776601683795e-05,3.1622776601683795e-05,1e-06,0.001,0.001,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.001,0.001,0.001,0.0849322635128075,0.1314698748600606,0.0214636192358382,0.1476814135597783,0.0145093810508759,0.1523123463445649,0.0114371425521249,0.1552663310618858,0.0098576370740667,0.1586308544601985,0.0027032553020832,0.0696549378164226,-1.10728377921097e-05,-0.0014871862539511,15109.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305262850823,1.0970269617976331,1.0570587730566166,-0.0014715280018765
27,27,27,65,0.001,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,3.1622776601683795e-05,1e-06,3.1622776601683795e-05,0.0849373607737149,0.1314675029501234,0.0214692952743117,0.1476776634711942,0.0145163890123431,0.1523078682955634,0.0114442922047629,0.1552619707218059,0.0098644643649301,0.1586270477737403,0.0027099676024789,0.0696492356895161,-1.843882557415742e-05,-0.0014871862384185,16257.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305258130996,1.097020518648266,1.0570587731134282,-0.0014715280018765
28,28,28,93,3.1622776601683795e-05,3.1622776601683795e-05,0.001,0.001,3.1622776601683795e-05,1e-06,1e-06,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,3.1622776601683795e-05,0.0849456621203813,0.1314577775732488,0.0214807085591607,0.1476640344565369,0.0145308337673997,0.1522928009099929,0.0114591496270679,0.1552470062917647,0.009878684303452,0.1586127228977576,0.0027241735150446,0.0696349625830794,-5.210931594497393e-06,-0.0014871862057121,16923.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,-0.6666666666666666,-0.75,-0.8333333333333333,-0.9166666666666666,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,10.0,1e-08,adamax,0,0.0,ramp,0 days 00:03:38.746890,0.0782305269778269,1.097007445683854,1.0570587729732284,-0.0014715280018766
