,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime,Gamma,cohlength,ucohlength,ueta
10,10,10,6,1.1629728252714268e-05,5.913985900075106e-05,0.0004875937382882,0.0022173281921445,0.0087177635809546,7.744075244928619e-06,2.395327806655626e-05,1.1630161258651496e-05,5.757927059756863e-07,4.698688295895795e-07,0.0402191718463757,0.0645839671837694,0.0893427556789447,0.1192695193467056,5.78643435030845e-05,0.37075258215743,-0.0010596721025082,-0.0038014117178327,14223.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225721967523,2.183339102699835,1.9972829814919504,-0.003545378022306
11,11,11,85,1.4324570632134132e-06,1.502361719019687e-06,0.0002919188056512,0.0072228361790919,0.0031446406293666,0.00275760507953,0.001624586512437,1.4170900632120145e-05,4.833234076242535e-07,4.373623944287287e-07,0.0402193437603802,0.0645842335006478,0.0893427642906023,0.1192684714710542,5.988312242285331e-05,0.3707519690140324,-0.0011319318574313,-0.0038014116680762,12193.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.102822571972538,2.18333951675663,1.9972829808664407,-0.003545378022306
12,12,12,2,1.2930896531466697e-06,0.0001416587380217,1.3584441464267191e-06,8.513223153056513e-05,0.0052533937702924,3.620804410796032e-05,0.0056035193085129,0.000249210525398,6.092209137442686e-07,1.0406668100467136e-06,0.0402756464494463,0.0646756274470242,0.0894708756102908,0.1194441226422193,5.250006202084744e-05,0.3712896589759257,-0.0009138772643093,-0.0038014116629203,12498.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225741401936,2.183259976833563,1.997282986913739,-0.0035453780223061
13,13,13,96,0.0038822914146002,0.002569890697219,0.00188531991843,0.0007292622876695,0.0028449914707303,8.651292850641986e-06,1.0633650498746e-05,0.0001762788660907,1.1876388226762837e-06,9.113540027367824e-07,0.0402755669228652,0.0646754987985325,0.0894711168711485,0.1194456516559313,5.020156428611341e-05,0.3712914568266836,-0.0009053840572987,-0.0038014116554453,12559.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225707235517,2.183258306394884,1.9972829773820355,-0.0035453780223059
14,14,14,98,2.483130948670637e-06,0.0022232027783686,1.1456539583265415e-06,1.6530173514051623e-05,0.0031307154988916,0.0081486527438898,3.7945305481380207e-06,0.0004262271398792,8.925066903353325e-07,4.110955851140921e-06,0.0402161521559712,0.0645806645234027,0.089345386998078,0.1192939587095133,1.808553555228014e-05,0.3707758564253003,-0.000982596380903,-0.0038014115928699,10209.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225755026622,2.183329871240075,1.997282990714736,-0.0035453780223061
15,15,15,3,2.3297290305468885e-06,0.0088291389734947,0.0001207725499698,0.0021276451942244,7.26001564320212e-05,7.583005408149944e-06,3.1693399055040934e-05,6.575660884794559e-06,5.373414665189837e-07,7.222496064589799e-07,0.0402190396854273,0.0645838822798453,0.0893426008200709,0.1192691692972239,5.814681756317885e-05,0.370751812972301,-0.0008257147630725,-0.0038014115837433,14297.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225722751073,2.183339043141105,1.997282981710544,-0.003545378022306
16,16,16,42,0.0005258838004773,1.2668124477067412e-06,1.5387286972167811e-06,0.000137972348557,0.0061728018435265,1.0001829249480608e-06,0.000261199944663,4.83782293443248e-05,1.0874821026592123e-06,5.268045490830365e-07,0.0402759395178314,0.0646759528254975,0.0894704596355596,0.1194410080983022,5.7357283500563045e-05,0.3712864647167269,-0.0008807473826552,-0.0038014115483731,13537.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225706105793,2.183259892696705,1.9972829770668656,-0.0035453780223059
17,17,17,56,0.0099380248480163,0.0001088063927324,0.0023884238224888,0.0007037123239191,0.0007050378054654,0.0087176372780666,2.309595203750553e-05,4.748053842941608e-05,1.4014204264836264e-06,5.634395697951576e-07,0.0402757950617573,0.0646757639516751,0.0894706379206713,0.1194425181062016,5.493905074249611e-05,0.3712879998852619,-0.0010377006454064,-0.0038014115440067,12744.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225755535046,2.183258758178005,1.9972829908565777,-0.0035453780223062
18,18,18,82,2.0700607553293653e-05,3.0049959844956984e-06,8.61114761039718e-06,0.0063767151867077,3.4601802630572853e-06,7.908136572226418e-06,0.0017770116904955,2.925193045801956e-05,6.650257631424492e-07,7.76888277014139e-07,0.0402189974240286,0.0645838575137335,0.0893426642440177,0.1192695235495125,5.7636273744442175e-05,0.3707522427484985,-0.0009405584456227,-0.0038014115384588,13106.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225730568775,2.183338576668316,1.9972829838915171,-0.003545378022306
19,19,19,17,0.0064927044071246,1.236120994311242e-06,2.929625240201391e-05,5.270004747783192e-05,0.0071319068578649,0.0002154407091235,0.0011983161542168,0.0045610798754982,2.161111193828084e-06,5.219696618185946e-07,0.0402756015027885,0.0646755094297154,0.0894710087830187,0.1194450937571849,5.0981893489624e-05,0.3712908710377053,-0.0009790702839157,-0.0038014115113479,11851.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225727624121,2.1832563254113846,1.997282983070022,-0.003545378022306
20,20,20,11,0.0006300403124845,0.0069924832345044,0.002624451483408,4.214944266958088e-06,7.567646313502409e-06,0.0031579195076007,0.000158257536248,9.09108834048934e-06,9.855402662286649e-07,8.787344322565677e-07,0.0402758042209995,0.0646759099490039,0.0894702845413727,0.119440389373355,5.810317108779824e-05,0.3712854457126424,-0.000875749407203,-0.0038014113600385,13421.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225769963535,2.18325993440614,1.9972829948818185,-0.0035453780223062
21,21,21,84,1.376070546859764e-06,1.868360938916099e-05,2.88599423301874e-06,2.3660681065582824e-05,0.0001398131885386,1.8694918589174348e-05,0.000154834445545,0.0034139406270487,1.2869364358324115e-06,1.4276479869086858e-06,0.0402753342054511,0.0646754099789549,0.0894710107906696,0.1194454749117005,5.028974207662482e-05,0.3712909296626118,-0.0006570831994714,-0.0038014113474479,11947.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225723888028,2.1832575587293355,1.9972829820277316,-0.003545378022306
22,22,22,15,0.0002055571370684,7.682585808784506e-06,0.0002218241428273,1.809727382279792e-05,0.000469456755985,3.4761566476617392e-06,0.0003789349164091,0.0003132428758938,1.4610812144901823e-06,6.37738306718698e-07,0.0402758811146103,0.0646759809455021,0.0894704056392709,0.1194406028667765,5.799958808039635e-05,0.3712860458687814,-0.0006723166151464,-0.0038014113395607,13147.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225746743424,2.18325888133154,1.997282988403901,-0.0035453780223061
23,23,23,57,0.0003434368995474,5.265154533099184e-05,0.0001800336572307,5.5815340583765854e-05,7.78956687083549e-05,5.018082646374419e-06,0.00145476225339,2.134106570447128e-05,1.4944402823909009e-06,8.67409745498362e-07,0.0402186739400441,0.0645834890936881,0.0893425784730375,0.1192705729103259,5.542657466439793e-05,0.3707526389012273,-0.0006698944188509,-0.0038014113306239,13492.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225767187543,2.1833362173106,1.9972829941073744,-0.0035453780223062
24,24,24,75,1.8559957169038604e-06,1.5441375974244631e-06,1.39190530516974e-05,0.0003508983061148,7.487286329270736e-06,0.000264767791944,6.762453724296486e-06,5.000168096505526e-06,6.752393007670531e-07,5.334796602454708e-07,0.0402194635464161,0.0645845606835116,0.0893422548962767,0.1192648889729687,6.542249265840436e-05,0.3707480745542525,-0.0006576117732776,-0.0038014112911079,13914.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.10282257362784,2.1833396188827487,1.997282985484383,-0.0035453780223061
25,25,25,35,0.0009158616012698,1.282202010568667e-06,1.1089655605312618e-05,2.6578690547468263e-05,1.1613812102726938e-06,9.03284427484425e-06,3.051137344436784e-05,9.463588187416548e-05,1.96362525134002e-06,6.85584186163482e-07,0.0402187271701605,0.0645835537098104,0.0893426618722817,0.1192706421040524,5.550423330410145e-05,0.3707530159851316,-0.0006409601202702,-0.0038014112723357,13862.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225737187495,2.183335149804124,1.9972829857379977,-0.0035453780223061
26,26,26,13,9.037418669311366e-06,0.0055282799222155,3.796815095860064e-06,5.006104689891056e-06,1.2197813328403096e-06,9.990396928424016e-05,0.0014518144203477,6.928598260639077e-06,1.3598136978959615e-06,1.2804366961572067e-06,0.0402185095859275,0.0645833959662583,0.0893428927493918,0.1192722676591251,5.301112814427294e-05,0.370754661602571,-0.0007061026991265,-0.0038014112715554,13617.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.102822576116069,2.183335754097578,1.9972829924260116,-0.0035453780223062
27,27,27,25,0.0037603481566687,2.2051517507129244e-05,0.001321979266896,4.767156948227288e-05,0.0069053235907233,0.0016832061853429,1.4927849201071963e-06,0.006420299578157,8.889835534493871e-06,1.0420083748102694e-06,0.0402160656592215,0.0645800648917986,0.0893463979064121,0.1193003948190611,8.31785351251512e-06,0.3707841251232421,-0.0010392375541548,-0.0038014111098479,8589.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225768082204,2.183311097628858,1.9972829943569657,-0.0035453780223062
28,28,28,19,7.448324047017464e-05,4.356580340860741e-05,0.0001323472585673,0.0007723263058546,8.55675385979274e-05,1.1701969269511431e-06,2.346838694509758e-06,1.686988881125454e-05,8.360663552384315e-07,6.275856978306934e-07,0.0402765277457448,0.0646770131369245,0.0894701982573488,0.1194355155816919,6.715683465700622e-05,0.3712822046224763,-0.000689285915054,-0.0038014111073298,13654.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225704552043,2.1832612890499097,1.9972829766334024,-0.0035453780223059
29,29,29,7,1.0732500638516008e-06,0.0003873609547727,1.1437577957348623e-06,2.45582557841306e-05,0.0043747418092636,9.469355355761696e-06,0.000409110975984,9.851460753203622e-05,5.540492091796049e-07,1.0252080111171011e-06,0.0402193288388046,0.0645845771498296,0.0893423882945634,0.1192653377065491,6.492587060595046e-05,0.3707487204730634,-0.0008191533825474,-0.0038014110946886,13169.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225766033201,2.1833392824887765,1.997282993785341,-0.0035453780223062
30,30,30,70,3.579842688961878e-05,0.0001439806868515,5.219195147950514e-05,3.02287067033496e-06,1.2864861351236106e-05,4.47718540065816e-06,0.004272710874704,0.0033225907350011,1.7433664260755525e-06,1.18970876779884e-06,0.0402185809138036,0.0645835439889721,0.0893427303152927,0.1192709277886387,5.515247104580852e-05,0.3707533366406642,-0.0007088756518369,-0.0038014110941827,13078.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225722422967,2.1833351074529324,1.9972829816190096,-0.003545378022306
31,31,31,62,0.0058975344531166,7.567091681882579e-05,0.0001874636093471,0.0040375068390509,0.0002093358941211,2.4593696534344987e-06,0.0029257088229718,0.0001275917470198,1.3665800138416257e-06,6.624957144617629e-07,0.040219257961709,0.0645843849629063,0.0893423776283174,0.1192660510089712,6.353054413571398e-05,0.3707492233135077,-0.0009094039147355,-0.0038014110921647,12743.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225743613112,2.183337471793089,1.9972829875306095,-0.0035453780223061
32,32,32,81,0.0031319400990117,0.0067638257504493,4.083105199175321e-05,0.0067369488392039,8.084644806188994e-05,0.0001297617049858,0.0079711691942115,2.234856703399868e-06,1.0675048251363155e-06,1.0244668401587622e-06,0.0402190662417964,0.0645842008060245,0.0893424478482995,0.1192670935969426,6.173310133996404e-05,0.3707500264971842,-0.0011026638691657,-0.0038014110832901,12799.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225733086226,2.183337685043586,1.997282984593833,-0.0035453780223061
33,33,33,34,0.0016608585736307,0.0003918409643158,0.001640161308095,0.0052665544274659,0.0016795425190639,1.2113055295713049e-05,0.0026610312383739,1.1438774865036564e-06,9.545285727327293e-07,6.29311477561206e-07,0.0402766063156132,0.0646771630209905,0.0894703512407098,0.1194355437263498,6.749420588612426e-05,0.3712827417627223,-0.0010321790606545,-0.0038014110523119,13071.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.10282257191664,2.183260910355389,1.9972829807104977,-0.003545378022306
34,34,34,61,4.228403653071066e-05,0.0012362645204199,0.0059244115652831,0.0002929054832264,0.0007077283508884,0.0003117705949192,0.0002772587805204,5.392028027457144e-06,6.061633980023637e-07,6.023452290371187e-07,0.0402764657647761,0.0646768974826977,0.0894694023483739,0.1194325878137729,7.070213338787552e-05,0.3712777387945125,-0.0008976444783069,-0.00380141102462,12853.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.1028225734315805,2.1832626496184147,1.9972829849368587,-0.0035453780223061
35,35,35,18,2.342044717397785e-06,0.0001761333261129,4.9211520739901626e-06,0.0005037551012747,0.0091996448256397,0.0002585054148347,9.764583655652584e-05,0.00014570484531,6.110929089464352e-07,8.820072551693066e-07,0.0402765014037692,0.0646770758069731,0.0894701694678393,0.1194351197382744,6.784581273409125e-05,0.3712818169903444,-0.0009955307045322,-0.0038014110124357,12305.0,1.0,-0.0,-0.0833333333333333,-0.1666666666666666,-0.25,-0.3333333333333333,-0.4166666666666666,-0.5,-0.5833333333333333,100000,30,8,0.1,1.0,0.1,0,7,0.001,1e-06,0.01,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:02:06.599924,0.102822575408795,2.183261662550648,1.9972829904528664,-0.0035453780223061
