,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime
92,0.001,0.001,1e-06,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,1e-06,0.08305376689241742,0.07676001408641432,0.0011234014142722816,0.07344331842264791,0.009555907787067008,0.0731398654565892,0.012508492491042982,0.07137782781309489,0.009449287624504657,0.07078115441692351,1.0452508581276743e-06,7.232385530263727e-07,-0.00019283847288256798,-0.0025209605929309253,9890.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
4,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.08291760575399208,0.0766808108942931,0.0010838359232156834,0.07337797454860116,0.009506323273472173,0.07306784271646656,0.01246362768338785,0.0712973202825111,0.009421233266132407,0.07068600515262238,6.396645615729032e-07,1.7989271071267327e-06,-0.00016389901787720404,-0.0025209605897338738,13586.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
35,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,0.08300520191104395,0.07682080735421484,0.001041490974904558,0.07351684359056977,0.009492894283021972,0.07319220618124403,0.01246541674116053,0.07140977704836685,0.009427562542849693,0.07078745789815995,2.511430096026296e-06,4.369449870005782e-07,-7.038163652636967e-05,-0.0025209605770972216,11283.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
78,1e-06,0.001,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,0.0828546781758974,0.07676231214238959,0.000976679640974683,0.07346330148037716,0.009443554502576673,0.07311662480046972,0.01242719547574156,0.07132320834069315,0.009405047393135628,0.07068856451361874,3.4886290215338053e-06,4.7419292236241395e-07,-0.00019720302393639967,-0.0025209605369217575,11852.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
36,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,1e-06,0.08305929363075681,0.07675417130092411,0.0011320978735070467,0.07343277913270599,0.00956782121629233,0.0731289891564585,0.01251855705232453,0.07137009733685716,0.009455083427587364,0.07077883061934595,1.20558523471198e-06,6.187600045000513e-07,-0.00014728178869226935,-0.0025209605359035733,10650.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
94,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,1e-06,0.001,0.08293739966711697,0.07691274141512401,0.0009226488197248771,0.07361662933369613,0.009417374133910505,0.07325500545678018,0.012418230987383214,0.07144698510856537,0.009403360254664345,0.07079747837967762,9.565982854768185e-07,4.097254310494454e-06,-0.0001680506052704809,-0.002520960529691335,10913.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
90,1e-06,1e-06,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0828568656653707,0.07676004644696416,0.0009795331683155216,0.07346669381897508,0.009436691878549435,0.07312492551523082,0.012419493836019275,0.07133053597612621,0.009399874144807748,0.0706923505837361,2.311509842148966e-06,1.8288796879060435e-06,-0.00015061252914978432,-0.0025209605131872414,11978.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
63,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.001,0.001,0.08301949109326572,0.07680149277716881,0.0010664792338209654,0.07349580458788246,0.009508928514304042,0.0731790116830503,0.012475424084917315,0.07140206147035276,0.009432421612089457,0.07078567902188411,2.017581212000369e-06,1.3878468620858682e-06,-0.00017322468153223574,-0.002520960371154899,14544.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
70,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,0.001,0.082925408176239,0.07666781031530735,0.0010990147182455788,0.07336817161552386,0.009509676035633532,0.07306519942346881,0.01246404451489188,0.07129620204690887,0.009421292305602496,0.07068501731237475,6.872590194384652e-07,3.004893524537153e-06,-0.00017655227931491079,-0.0025209602017815785,11016.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
33,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.0825775484950942,0.07739270240555554,0.0002979022380899326,0.07412858040963854,0.009036254709500095,0.07356354567941512,0.012187493604877338,0.07162061699933554,0.00929528970013635,0.07082694977169211,1.2319562146192143e-05,2.31362051480066e-06,-0.00014940278385200758,-0.002520959954988193,12011.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
50,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,1e-06,0.001,0.08296088183713671,0.07688208467438155,0.0009625628969920514,0.07358614566155042,0.009438793080149076,0.07323868423915711,0.012430489817985781,0.07143802051419088,0.009409632142180654,0.07079503118677336,1.2240102262658147e-06,5.471681387221031e-06,-0.00023978042367794254,-0.0025209599391427225,10123.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
68,0.001,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.08286561774926704,0.07675014688065655,0.0009934255313356125,0.07345254244550908,0.009450799262684701,0.07311301626119568,0.012430218691463211,0.07132271213563786,0.009405332581114338,0.07069054646891719,8.350478545668382e-07,5.66388071775983e-06,-0.00023684155077332355,-0.0025209598770412865,10325.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
58,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.082887349904903,0.07672044810650894,0.00103171701471826,0.07342085345432756,0.00947423010078844,0.07309334656566618,0.012444963472078425,0.07131055592742273,0.009413859952600122,0.07068573209339232,3.403557974578656e-06,2.3208324975664735e-06,-0.00012335597209407528,-0.002520959863265411,12153.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
56,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,0.08244886530802556,0.07756644360322115,7.231966107542924e-05,0.07430608351053042,0.008910824478584179,0.07366380664119279,0.012114070255625305,0.07167617190939171,0.009260218840475676,0.07083730110633864,1.3422464773794612e-05,5.000158030714916e-06,-0.00022527350967606414,-0.0025209596586783485,9722.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
26,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,0.08276216761928168,0.07714716219842851,0.0006183076877264521,0.07386568454626352,0.00923334597733767,0.07340278859718169,0.012309886818341963,0.07152728148246264,0.009356000287764553,0.07080643469012046,1.09760348455797e-05,9.64124168316105e-07,-0.00010930616744019707,-0.00252095959024925,12093.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
45,1e-06,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,0.001,0.08247389734893172,0.07753580527251824,0.00011483586177787428,0.07426012235587742,0.008956462967230069,0.07362237460761507,0.012150575699303279,0.07164736043382322,0.009280361434762095,0.07082922237626697,1.2907576182929842e-05,5.397111657280127e-06,-0.00015041913820256728,-0.0025209595672311,9419.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
55,1e-06,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,1e-06,0.0830076764718773,0.07681902923957486,0.0010444748634114063,0.07351570778682184,0.009494068061141253,0.07319161622947278,0.01246735516322593,0.07140792713371312,0.009431013695840094,0.0707834257495778,6.0703039346922955e-06,4.7176931204929725e-07,-0.00017945360608188912,-0.002520959530836829,11045.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
97,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.08260156731317948,0.07736387690938872,0.0003372785627474189,0.07409706849353465,0.009061596852594202,0.0735437118787519,0.01220447690491431,0.0716084376842249,0.009305059780293518,0.0708232116299464,1.385862871438222e-05,1.8620825321717098e-06,-9.607563891299261e-05,-0.002520959496998453,11652.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
80,0.001,0.001,0.001,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,0.08275209289537454,0.07716097140399712,0.00060054357456715,0.07388025923698836,0.009222817073919469,0.07341128486980818,0.01230391160128805,0.07153167480060747,0.00935378244948186,0.0708064139693817,1.212934882791657e-05,5.102026215754256e-07,-0.00026528715206814547,-0.002520959439657555,10824.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.08271357003098445,0.0772102956264512,0.0005351850358583284,0.07393335144272441,0.00918227042924706,0.07344344645528698,0.012278903491621047,0.07154977539991089,0.009341703824762407,0.07080933727957524,1.291924887955598e-05,5.577478759583729e-07,-0.000284409580808904,-0.0025209594307574715,10840.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
65,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,0.08296223418068543,0.07688097439294814,0.0009647655963992284,0.07357959124653984,0.00944847476168001,0.07322848789242457,0.012440641800392954,0.07142869808791251,0.009417782476619296,0.07078836702594785,5.273335933093203e-06,3.0319412956383186e-06,-0.0001981666218808094,-0.0025209594001753513,10929.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
29,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,0.08263322408266337,0.07705994125235785,0.0005903621972705682,0.07378279812422112,0.00920504458882593,0.07331042199627442,0.012284031470788676,0.07143117778182749,0.009339935012050526,0.07070484339201467,1.2684978384349541e-05,4.658023930339628e-07,-0.00018182541732115207,-0.002520959326143712,10802.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
41,1e-06,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,0.08293236785101815,0.07665682487752334,0.0011124178765284628,0.0733557832860511,0.009519253757892405,0.07305573027998516,0.012471793918469193,0.071288314482383,0.009427620296893294,0.07067858409096449,4.157253940974056e-06,2.661897084465452e-06,-0.00018878148251234375,-0.0025209592378799446,11078.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
0,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,0.0825963005391678,0.0771078884294486,0.0005270420260063549,0.07383464078152979,0.009165457487875258,0.07334222106806253,0.012259513845650334,0.07144925860367778,0.009327968160570339,0.07070792765009236,1.3028260670320171e-05,1.985173517784767e-06,-0.00012252002756506212,-0.002520959052804691,12107.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
39,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.08261462067244287,0.07734607817318802,0.0003602499978657024,0.07407755509557643,0.009076636227366111,0.07353083051422735,0.012214698748904037,0.07159997848165044,0.00931105456584555,0.07081964642437806,1.481549072738089e-05,2.3194997230167187e-06,-0.00024323588786146248,-0.002520959023082384,11763.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
