,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime
85,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.08293025748546501,0.07692477460210435,0.0009085866638628839,0.07362500913416273,0.009416257901662914,0.0732540156047548,0.012423078779422479,0.07144139117679806,0.009411622189215652,0.07078789597525524,9.006835886384533e-06,1.2001934989814462e-06,-0.00011479105231022614,-0.0025209590190626513,11683.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
57,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.001,1e-06,0.001,0.001,0.001,0.08238815865761309,0.07739007639246137,0.00016144159271105872,0.07412803325686354,0.008954144038726124,0.07351368612813809,0.012133131121055452,0.07154650926923532,0.00926665493164514,0.07072857535546467,1.4438154776283507e-05,5.3027918861792354e-06,-0.00017496230527911218,-0.0025209590021587815,9599.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
93,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.08261607858522704,0.07708057342610546,0.0005621580791123166,0.07380511070440993,0.009187501353203818,0.07332369778028264,0.012273273195122095,0.07143821740538481,0.00933491022817317,0.07070498812724575,1.3057087203182411e-05,1.7009865641976815e-06,-0.00023321761075087216,-0.002520958995048019,11292.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
15,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.08259860861371213,0.07710530067821608,0.0005307136787412529,0.07383149324760682,0.00916831898562866,0.07333988160938819,0.012261690694614497,0.07144761180734145,0.009329444122736709,0.07070714267891783,1.3558388392469243e-05,1.5998077149529332e-06,-0.00019453810934152665,-0.0025209589877321138,11105.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
60,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,1e-06,0.001,0.001,0.001,0.08292596744035431,0.07692896307087493,0.0009024297179156846,0.07362667932239178,0.009416643834885335,0.07325206934728506,0.01242462716373569,0.0714394285327518,0.009411897392973746,0.07078757361796811,7.17975072828692e-06,3.7281621736059378e-06,-0.00017531682690667482,-0.002520958905575308,10183.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
79,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,0.08267150639603785,0.07726994812053878,0.00045934023185174606,0.07399648946937665,0.009136919881074455,0.07348152209878961,0.012252081884912464,0.07157130546493344,0.009329606189594398,0.0708131975568886,1.448411243647506e-05,1.8585251478061078e-06,-3.5191587363089565e-05,-0.002520958901699292,13493.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
62,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,0.0825770463041811,0.07713561095278784,0.0004920268875742586,0.07386384991269163,0.00914472978154291,0.0733597262677474,0.012247406929751252,0.07145910190167265,0.009322700845335458,0.07070963143968013,1.4125871489156254e-05,1.8686758012948424e-06,-0.0001563167066796215,-0.0025209588885495085,11685.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
30,0.001,1e-06,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,0.08294718156022499,0.07664170143257033,0.0011349182143469555,0.07333073129527984,0.009546301867079535,0.07303313226210975,0.012492218752737646,0.07127410329408064,0.00943735334920414,0.07067693855029193,9.825211140339112e-07,7.221395856169035e-06,-0.000203789018944616,-0.002520958861372357,10215.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
38,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.08288276703175088,0.07672529015757326,0.0010245616172740411,0.07342582559914597,0.009470640534095676,0.0730951683516336,0.012444057826190309,0.07130987033827307,0.009415093596404116,0.07068220907518592,5.2685450195634425e-06,4.203368078214868e-06,-0.00010602088801329643,-0.0025209588599953894,12019.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
74,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,0.08303417139727672,0.07678341092729342,0.0010905921319969284,0.07347665722870088,0.009524215694983114,0.07316665849665144,0.01248673970501212,0.07139278629682655,0.00944097112980623,0.0707790083789064,5.622231623437599e-06,3.160985948756816e-06,-0.00020911157272431583,-0.0025209587718068166,10609.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
31,1e-06,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.08283593881128946,0.07704857806913738,0.0007464807595088344,0.07375823222496329,0.009315504114461004,0.07333482196964797,0.012362070118129858,0.07148647375998853,0.009383109033797252,0.07079491250769471,1.1832147621040478e-05,1.4456412513832905e-06,-0.00019433892794035667,-0.0025209587493303202,11379.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
17,0.001,1e-06,1e-06,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,0.08295448492002522,0.07689245075855664,0.0009505673953978747,0.0735890914696183,0.009444183168191619,0.07323104799137582,0.012440560609434256,0.07142820308829237,0.009419537901957714,0.07078574041553674,7.0251958432028605e-06,3.840708249754339e-06,-0.00014793657846419515,-0.002520958736207706,10343.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
11,0.001,0.001,1e-06,1e-06,1e-06,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,0.08294052222318102,0.07664991896142381,0.0011235801420931453,0.07334491014800439,0.009531678539201916,0.07304601653583463,0.012481770408251318,0.07128151515089892,0.00943397775092001,0.07067584973785225,5.392595483979167e-06,3.3012106628448325e-06,-0.00012271110670678264,-0.002520958667439676,10489.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
34,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,0.001,0.001,1e-06,1e-06,0.001,0.08235348424415168,0.0774364200757797,0.00010058301507238734,0.07417845173458631,0.008915870585701003,0.07354548189919316,0.012108667882265698,0.07156546147863191,0.009254093649729365,0.07073297583668738,1.3786756075889781e-05,8.157249894539737e-06,-0.0001797211401947529,-0.002520958634825212,10783.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
46,0.001,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.08271082451526728,0.07695545481440332,0.0007258861489310991,0.07366953696921211,0.009290881695182301,0.07323954662550038,0.012337798763368654,0.07138928183400738,0.00936698305387851,0.07069413719245098,1.2255525057068826e-05,1.737591434273731e-06,-9.115208617486597e-05,-0.002520958625230533,11666.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
44,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,1e-06,0.001,0.001,0.08305754380559964,0.0767531925288336,0.0011303679368591347,0.07344710748256812,0.009544456028105401,0.07315147152355339,0.012498228795309317,0.07138467834842763,0.009446676607221845,0.07077755158564006,5.887426096319914e-06,2.882236975061156e-06,-8.857394925372472e-05,-0.0025209586110377462,12015.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
25,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,0.001,0.08240192008330413,0.07736936642950068,0.00018679560242602114,0.07411072789970528,0.008962558253754502,0.07350777440450465,0.012135512262526016,0.07154465202604846,0.009266509543249268,0.07072906220768536,1.2632194192752231e-05,8.498678407407862e-06,-0.00012853670185208942,-0.002520958603942738,11319.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
12,1e-06,0.001,0.001,1e-06,0.001,0.001,1e-06,0.001,1e-06,0.001,0.001,0.001,0.08289057714912365,0.07671413282145227,0.0010387270802408057,0.07341311374114204,0.009480561670888133,0.07308618012310765,0.012451100665839817,0.07130355976078007,0.009419646398849254,0.07067886822673673,6.744361283025423e-06,3.4564947356446094e-06,-0.00021151623150944665,-0.002520958574028415,10539.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
32,0.001,0.001,0.001,0.001,0.001,0.001,1e-06,0.001,1e-06,0.001,0.001,1e-06,0.08288803044562562,0.07697883363749917,0.0008370829504613606,0.07368267828632782,0.009372749524643838,0.07328772253434075,0.012397721659004593,0.07145880483000942,0.009401121352233996,0.07078796374971905,1.2126578797006522e-05,5.455249352646425e-07,-0.0002610431526050323,-0.002520958561873519,10172.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
5,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,0.08296031197777688,0.07688362221674074,0.0009615184939932002,0.07357998911537532,0.00945059754992884,0.07322493647747523,0.012445299037630692,0.0714232245663187,0.009423903681032056,0.07078138315920827,1.06358432672425e-05,4.0696018975293207e-07,-8.536290831928724e-05,-0.0025209585524651012,11793.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
22,0.001,1e-06,1e-06,0.001,1e-06,1e-06,0.001,1e-06,0.001,1e-06,0.001,1e-06,0.0827967162521354,0.07709983223972904,0.0006793383579387192,0.07381169599789866,0.00927640426513063,0.07336522264921046,0.012339702358920554,0.07150225602385275,0.009373658906463949,0.0707957218867321,1.4268827465023824e-05,4.6138524745763866e-07,-0.00012370367449687216,-0.0025209585493578364,10718.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
99,1e-06,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,1e-06,0.08302454829311282,0.07679572839720629,0.0010745251093038893,0.0734867496490593,0.009519141778756157,0.073168795210228,0.012486332538459953,0.07139147669426012,0.009443175592352377,0.07077501770389417,9.04878280091225e-06,5.406812069637508e-07,-0.00021693908040275472,-0.0025209585324881423,10474.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
82,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.08265947938321519,0.07702282170752843,0.0006376125432779735,0.07374090516795145,0.009237720090703332,0.07328162714383309,0.012306244454124614,0.07141217139779633,0.00935275442400495,0.07069685162434776,1.4609345221296874e-05,7.802616537674295e-07,-0.00021494157084676427,-0.002520958517796438,10922.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
9,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.001,1e-06,0.08291627939737264,0.07668152669907484,0.0010821829682209124,0.07337750530274809,0.00950833351529273,0.07306356976866976,0.012469363025578233,0.07128948364913283,0.00943029138301776,0.07067394028229586,9.298691263720225e-06,4.4203310488940697e-07,-0.00014280653676104418,-0.0025209584551000065,11388.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
53,0.001,0.001,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,0.08283554868998308,0.07704989370139474,0.0007452977963899953,0.07375795714923823,0.00931743295533253,0.07333268797880342,0.012364815660428055,0.07148399852635938,0.009385740867542028,0.07079267381336962,1.3355588853400118e-05,9.431033853819617e-07,-0.00014166315374118446,-0.0025209584450090815,11438.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
88,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,0.0830493554686417,0.07676494564424916,0.001115750153619317,0.07345370642548264,0.009544567649886053,0.07314964224611425,0.012501320168033429,0.07138163817908229,0.009449289872173021,0.07077523003244651,6.5038150248012675e-06,3.3348314798123116e-06,-0.0001934673152295383,-0.0025209583696903307,10588.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
96,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,0.0826310532632809,0.07706393273215868,0.0005856917738299742,0.07378569071163164,0.009204742885893062,0.07331021995917648,0.012285842839078562,0.07142924703378,0.009342869771489605,0.07070128218617994,1.4926110690948965e-05,1.9008373235340937e-06,-0.00012743747411603305,-0.0025209583186059053,11572.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
89,0.001,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.08274628580347076,0.07716736015616625,0.000591424017218195,0.07388520976407684,0.0092206104153559,0.07341128270471503,0.012304880807695118,0.0715291390097452,0.009356426560269391,0.07080164075033371,1.4374731920528583e-05,2.5107308036197414e-06,-0.0001089812419650417,-0.002520958298300544,11888.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
71,1e-06,1e-06,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.083002997383812,0.07682404643586764,0.0010371938416633753,0.0735183897964989,0.009494255842810592,0.0731893854696714,0.012470277020966314,0.07140384674081164,0.00943464344120799,0.07077820750792334,7.930427332113304e-06,3.4346219874571157e-06,-0.00010435529410515965,-0.002520958244729937,11595.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
28,1e-06,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.0825335333083969,0.0773948573146481,0.0002952463665038148,0.07413384011520648,0.009031562906048642,0.07356956672876389,0.012183936063447427,0.07162498627709166,0.009292701557483997,0.07082882445224323,9.007927481541029e-06,1.2665411539186543e-05,-8.846416953389185e-05,-0.002520958203341012,12135.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
64,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,1e-06,0.08291773759312815,0.0769419113206005,0.0008867833304940037,0.07363896518169553,0.00940978845678839,0.07325705550291495,0.01242324294525606,0.0714395830388857,0.00941494304472885,0.07078266221659242,1.2746201638631591e-05,6.232263563615734e-07,-0.00016245558983294544,-0.002520958172187861,10896.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
20,0.001,0.001,1e-06,0.001,0.001,1e-06,0.001,0.001,1e-06,0.001,0.001,0.001,0.08264989187274094,0.07703756210270228,0.0006193552660699222,0.07375615398019454,0.009227401537996194,0.07329094038216612,0.01230008924286634,0.07141803972279995,0.009348988627000884,0.07069959636684406,1.253070477142716e-05,4.775338481855148e-06,-0.00021979323767348783,-0.00252095813549292,9733.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
87,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.001,1e-06,0.08290302401477506,0.07669854496371174,0.0010599867343007161,0.07339074204003623,0.009502233057355251,0.07306621079743204,0.012468752555581742,0.07128854845510091,0.009431543313178775,0.07067109075508807,1.0680735257258502e-05,5.381309565175228e-07,-0.0002056237962160031,-0.002520958116355393,10473.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
59,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,0.001,0.001,0.001,0.08288599840752053,0.07672079161706206,0.0010301867449601686,0.0734264281627912,0.009466340641950982,0.07309973648852626,0.012440623854323596,0.07131215887161516,0.009415114401932954,0.07068021065647698,8.282250095336111e-06,3.719226346189074e-06,-0.00024507903742547157,-0.0025209580983906114,10212.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
23,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.08248046701601197,0.07726255638743366,0.0003250636690898747,0.0739988945410648,0.009043821968867717,0.07344129825909085,0.01218505182813967,0.07150607368755584,0.009291133433742717,0.07071964358189718,1.2158701709169348e-05,9.438561440304045e-06,-0.0001683073730758691,-0.0025209580395508515,11282.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
75,1e-06,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.08290977439404965,0.07694909490293081,0.0008750566033967588,0.07365384797057448,0.00939198869262429,0.0732726214703199,0.012408513832352532,0.07145017087621988,0.00940714544227118,0.07078448592531138,1.3570947105132756e-05,4.415198548532648e-07,-9.96614364310579e-05,-0.002520958029974934,11176.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
