,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,seed,Gamma,runtime,ueta,cohlength,ucohlength
0,0,0,0,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.6073778121129868,0.2310889275517105,1.0002490335291585,0.6408384493898486,0.3978651091632501,0.0014078848619244,0.5082155741749296,0.0017019521605204,0.2995557699316646,0.6124556618591245,-0.0004778042926144,-0.0005388076928692,4423.0,0.0,0.5118216247002567,0.9504636963259352,0.1441596127196337,0.948649447137244,0.3118314520104854,0.4233264489725756,0.8277025938204418,0.4091991363691613,0.5495936876730595,0.0275591132430683,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3864080255070243,0 days 04:00:08.186527,0.0004778332897848,1.5391667256384687,1.3327133904399215
1,1,1,1,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1394082826282576,0.1905641926266965,0.2329894455348361,4.045708905845949e-05,0.6128571194314466,0.1413754305641987,3.539952433194034e-05,0.2191130341724359,0.148295816422953,7.340683250139343e-05,1.9613866649255503e-05,-0.0008985846554485,-0.0010493250529408,8138.0,1.0,0.7535131086748066,0.5381433132192782,0.3297317164990921,0.7884287034284043,0.303194829291645,0.4534978894806515,0.1340416972471647,0.4031129864471292,0.2034552406761496,0.2623133404418495,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.1393771381386098,0 days 04:00:08.186527,0.0008985846477248,1.9649740766296584,1.8968976736014416
2,2,2,2,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.7315106734187883,0.1172565532733165,0.6603781101143688,0.1209229440707391,0.1663130410688566,0.2072765123083677,0.2503609094478308,0.1689189996328977,0.3455745818385567,1.000493213288129,-0.0005266227252943,-0.0006158601691573,543.0,0.0,0.7503646726300526,0.2804087579860399,0.485190974431635,0.9807371998012386,0.9616571936637868,0.7247899407735336,0.5412268555474342,0.2768912040453708,0.1606520087751268,0.9699254132161326,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3742042303393163,0 days 04:00:08.186527,0.0005266638614985,1.1939522670908551,1.1811713306247216
3,3,3,3,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,0.3919100249433399,7.2633484014546e-06,0.1485713783371489,0.0048258686695293,0.0010210644734103,1.0959792425189512e-05,0.5742928057215038,0.9482230549235264,0.0001383353022851,0.1032005355144946,0.5988655048512406,-0.0004927348002921,-0.0006392764949473,7552.0,1.0,0.5160685855478787,0.1158656124707703,0.6234897555375004,0.776683114342298,0.6130033010530405,0.9172977047909028,0.0395928766642028,0.5285892632600216,0.4593358828854037,0.0623495791498756,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3960716395333933,0 days 04:00:08.186527,0.0004927565193475,2.3298546822478867,1.2749829954613325
4,4,4,4,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,0.3444087275973818,1.464134603597405e-05,0.0627981330022632,0.0156621988553648,0.5310579604271178,0.4815606300586141,0.0328880378698889,0.2547673426165687,9.165258864166711e-06,0.6777333652410332,1.0605745247412688e-05,-0.0004976288083275,-0.0006291056953019,8274.0,1.0,0.641328169139375,0.8526328384806567,0.592941018104284,0.2600974477372232,0.8398815210314088,0.5094958815215094,0.510888884466533,0.7530302077021779,0.1479220357849565,0.819626719119277,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3489913585068167,0 days 04:00:08.186527,0.0004976498289755,1.8869569319479036,1.3505566977895282
5,5,5,5,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.0311149894722027,0.7313891325285155,0.1330124750968824,0.8606815805834429,0.0143631788144139,1.0000650265374564,0.148980022170282,0.0292568149643048,0.0337560130391506,0.6559607955602441,-0.0005050410761204,-0.0006064766051851,1567.0,0.0,0.6832869060032571,0.787096941554801,0.1916162590201352,0.80236416113453,0.1913239260572002,0.0815526173635127,0.8552269742870702,0.8612834961776684,0.8765370964165805,0.4719097193587902,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3851711038531699,0 days 04:00:08.186527,0.000505083468287,1.3186213810756595,1.2915815835892783
6,6,6,6,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,9.259116928441648e-05,0.8780877480997491,0.1867123469891057,7.883464098997279e-06,0.7743177532629216,0.0403084341707043,0.1121922986300194,0.5084530065167367,1.0528196064384766e-05,0.1913473614999243,-0.000695695469205,-0.0007979970656643,11447.0,1.0,0.2740483886137183,0.0070918286031662,0.6457208955749478,0.719909383508693,0.8355692165002742,0.2818778273645421,0.2152181671629736,0.6393313800665879,0.8050548331450097,0.9636708728449708,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.2825561200235779,0 days 04:00:08.186527,0.0006957004462864,1.2897831158550435,1.2976866467627348
7,7,7,7,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.4584922337143904,0.2550119392620168,0.6185468427199556,0.1183100169143681,2.994322790409207e-06,0.4805251846137152,6.430934524090068e-06,0.2195605037753095,0.0161845219426691,9.577411206231366e-06,-0.000639820829614,-0.0009271295165742,8705.0,1.0,0.1505248304211774,0.4822123881993365,0.8947158621961735,0.4227169069454373,0.5895020620840481,0.0244906774933632,0.6734598871529389,0.9190886196338224,0.8268253295567211,0.8855202667099468,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.2375658360196346,0 days 04:00:08.186527,0.0006398449274908,2.018517166753302,1.4958616583872506
8,8,8,8,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.0939530113615936,0.6246355057597608,0.0549624002011715,0.6690261255729837,0.1210966377732877,1.0002562218466873,0.6459971699000612,0.3431803598776222,0.091399148373225,0.0758723651036187,-0.0004225056397178,-0.0004961863401278,935.0,0.0,0.6603553805205233,0.2455522672431775,0.7685169988962544,0.2116747426075105,0.8312748346644612,0.0627179225707682,0.8254878133935558,0.1645072664741013,0.3751469964966418,0.3167381665569643,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.4179386768226956,0 days 04:00:08.186527,0.0004225056612621,1.4888718520745954,1.3449659363724278
9,9,9,9,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.6885317464776368,0.2546115726627074,6.642764051158272e-05,0.3937087888345129,0.0609133724856925,0.0855319849220103,0.6644578567437786,0.0505892559176744,0.2519583003758568,0.002257975430733,-0.0006812272419514,-0.0007487233249766,6386.0,1.0,0.6913370352777413,0.1785718781743719,0.3962561622169864,0.0058245951079809,0.2624947127501015,0.4211888142289552,0.1059212367073244,0.6331599460365578,0.3804242698865323,0.7252939380762389,100000,30,10,0.1,5.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.2442219665028136,0 days 04:00:08.186527,0.0006812526354523,1.8066866869131466,1.5137893058878107
