,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,seed,Gamma,runtime,ueta,cohlength,ucohlength,keep
93,93,93,93,93,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.4913407286296359,0.1926283189291708,0.1534644541574242,0.9953107982489916,0.2634253405271404,0.1230380442144802,0.1729464997230139,0.13173244837515,0.1686605755130865,0.4081857050000083,1.0003177876240084,-0.0013442686103625,-0.0015005290505894,601.0,0.0,0.9901185849563507,0.8854033802553948,0.9991993182784584,0.9536333395616264,0.6674968517385982,0.3053121936604561,0.6281431780271564,0.3482098358137734,0.810769530791913,0.1373004610757547,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4980739635110106,0 days 02:36:32.165057,0.0013443429944115,3.190010906995953,3.2502340957396494,1.0
94,94,94,94,94,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.2121550171362448,0.4701052484500512,0.4406394674751519,0.0451991642882384,0.2736451038953085,0.0531681851939947,0.045614855714992,1.0020957016625611,0.4913982746280643,0.0453752228186023,0.048429409131856,-0.0023188212469537,-0.0028533501747844,675.0,0.0,0.4625463334785304,0.8407760221468864,0.4545120864552048,0.6010178494198809,0.098282937984683,0.2851049834564449,0.954485228687717,0.6569395453324917,0.3649391687249511,0.5168811759658247,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2093228745016449,0 days 02:36:32.165057,0.002318905609848,3.478553725771718,3.3184645307159863,1.0
95,95,95,95,95,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.0614750753118854,0.5318441439975247,0.7736885030918158,0.0348472836341355,0.0350053574108051,1.000208754053615,0.7234971520445314,0.7569687674716176,0.0349761785855546,0.0364926455222333,-0.0022721359039765,-0.0026349469406174,812.0,0.0,0.7748685781334842,0.7874703499468639,0.8279679389790622,0.2896426787975475,0.2383059387980907,0.6385084824992602,0.5272006473755549,0.5648867514980614,0.2146149182040537,0.3186241281654006,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2244854689442849,0 days 02:36:32.165057,0.0022721690106301,3.5899367759625784,3.116632668050662,1.0
96,96,96,96,96,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.0997529978369853,0.0791575111509513,0.9447722758161532,0.0996485114848842,1.0003447498278104,0.0780210246224298,0.7996699670949503,1.0015600302941996,0.079401385956958,0.0864340999498418,-0.0017613640460829,-0.0022021221225894,561.0,0.0,0.7520531805662839,0.3583232572055379,0.7574855506164321,0.0466446628262281,0.9508661797045698,0.208073038688888,0.4782076330508558,0.9208852532322118,0.2534796826385556,0.22738427258263,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2828823424773137,0 days 02:36:32.165057,0.0017613667370124,3.671069758460959,3.376195087478336,1.0
97,97,97,97,97,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1479067846473171,1.0469809507591745e-06,6.867281549986624e-07,6.405853543457365e-07,0.0132929270271372,4.763059041616341e-07,2.0885488272550285e-07,8.97037338441965e-06,0.1524686423340368,0.5893472148831762,-0.0022157485252496,-0.0028184348757931,8202.0,1.0,0.9856407059323568,0.9044301672206756,0.5322461972191177,0.0610219450589694,0.6046687082088471,0.2515781875767063,0.2140104759049822,0.9321430366726656,0.6194232422172982,0.4440395249769181,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1917653183253027,0 days 02:36:32.165057,0.0022157546592,3.242396052472282,3.5566952907706275,1.0
98,98,98,98,98,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,0.4180637241455754,1.0003296161049426,0.4832380994680272,0.1864859755766336,0.1653383037807608,0.2022888876517163,0.1534100775940969,0.1755834812309107,0.146775998620389,0.2834844940933209,0.7800425536002539,-0.001585429965402,-0.0016909617861885,485.0,0.0,0.0626588585856636,0.3716213986030104,0.863983149761172,0.302676282624697,0.3227942730688419,0.6068560668114126,0.2521406786205266,0.5569347628095851,0.7686825338221793,0.2866737766544271,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4181192306815743,0 days 02:36:32.165057,0.0015854299810548,3.165129641959254,3.236889306520788,1.0
99,99,99,99,99,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.597723090825166,0.3063629388862243,0.3353739133134757,0.4520609927570883,0.5727983433930585,0.1906185608136136,0.259011529627891,0.3704820487953066,3.37242865238973e-05,3.967862752756031e-05,-0.0025726180044515,-0.0030565024636971,7582.0,1.0,0.4727508707947953,0.5762673366342947,0.363331391445274,0.2236183745546042,0.1144018670174983,0.5654837920917276,0.937429217870874,0.0187662025074489,0.8656634618701456,0.9624731102430444,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1989603522039512,0 days 02:36:32.165057,0.0025726183283245,3.291229725094244,3.2888270229000254,1.0
100,100,100,100,100,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.2414157116103015,0.905374513415188,0.8778804287139481,2.026975859351082e-06,1.7354948659897596e-07,9.995595674131865e-08,3.421488249428042e-07,0.0042553099585338,2.985468471588667e-06,2.1301944606359225e-06,0.5259746492719458,-0.0022589851369293,-0.0031721948387776,7824.0,0.0,0.5423265014841474,0.967883458447882,0.7047824365175038,0.5452252080293496,0.4636750178949943,0.4663990069336898,0.6819967270741285,0.2345053687759503,0.7154011245036019,0.490989737027474,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2451132893266833,0 days 02:36:32.165057,0.002259113293695,2.7311161400560837,3.180752713015818,1.0
101,101,101,101,101,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.1177528056625495,0.297854968551872,0.0845158797579788,0.0868886810347913,0.0900511767575744,0.1037564413414278,0.5833183413090504,0.1171070693894977,1.001119891672592,0.1510831035768779,-0.0019687953796776,-0.0022444269455889,548.0,0.0,0.6746622185381884,0.9408617504122404,0.2334536817920307,0.4032255184610195,0.2751601289752232,0.0526764147171315,0.6220897071828432,0.628520015007522,0.9994108501412068,0.6010269037381571,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2926170927640691,0 days 02:36:32.165057,0.0019687956625079,3.7050866318548046,3.5887881155313406,1.0
102,102,102,102,102,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,0.0235909533050863,1.3928958371113004e-06,1.290977372144226e-06,0.0113841288207373,0.0397374614578742,0.0659661169836826,8.203171218057037e-06,1.8939597128725324e-06,1.1880785856608505e-06,4.727940349327952e-05,0.2141797836109528,-0.0022815698396803,-0.0031373029935513,7465.0,1.0,0.3961064626087849,0.9011587193387256,0.0153843211944366,0.3027069692435673,0.7519290472142671,0.1614870135216741,0.3612359751794584,0.8490636365580233,0.3446746493451292,0.242960708934384,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.0233098979630873,0 days 02:36:32.165057,0.0022815925748287,4.435125702652476,4.111244416823523,1.0
103,103,103,103,103,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.1245048519335786,0.1265218927288575,1.998581681977875e-07,9.999892173231088e-08,1.4115096298375114e-07,0.079345388346647,1.1863121962849355e-05,0.6158056373295917,0.1268741975768325,0.5819166127021222,-0.0019428286949391,-0.0021745232361494,25055.0,0.0,0.8905882682808496,0.0774172052746193,0.856691807280719,0.3153846173974736,0.2077847171545707,0.4878787630597822,0.4834181147525649,0.9646969872568616,0.7525046995401022,0.4601224335495554,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2737788670962675,0 days 02:36:32.165057,0.0019428344868884,3.470256046228,3.5061626596650743,1.0
104,104,104,104,104,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.0675024780166199,0.0677757695343364,0.9959914075932226,0.0658143376156047,0.9818503117432746,0.863369704301961,1.0021450237837284,0.066976646199362,0.0666011878002298,0.1485009408206333,-0.0019649250057857,-0.0025167547418287,595.0,0.0,0.559448179377736,0.3183682671306512,0.9827215923343974,0.3859388031179065,0.8856894269797009,0.6560771856866561,0.9161440724365804,0.3545676606804618,0.4166964266045845,0.3693269630957549,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2544042981442185,0 days 02:36:32.165057,0.0019649776937675,3.99134864272374,3.364453121714752,1.0
105,105,105,105,105,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.1638433645577981,0.2732954379744495,0.5859812291607516,0.0475131212862141,0.0347849030929411,1.0005012424264357,0.0920152911996395,0.0316096039502344,0.0367133423983664,0.154671529226559,0.0338322173246372,-0.0025956100057139,-0.0029335185807564,884.0,0.0,0.8270428182013859,0.9531227652913028,0.8245693322036489,0.4514212725251594,0.8290967274280593,0.7301863689728796,0.5191332376501886,0.1834950095969402,0.2378709334464719,0.7037642552418423,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1625027354835997,0 days 02:36:32.165057,0.0025956344776885,3.306037724685725,3.074812907103281,1.0
106,106,106,106,106,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1988827856988806,0.1315022079587289,0.7085262742911996,1.0002527057504818,0.817858663062417,0.6539090130638467,0.3578017043537795,0.0392464021977893,0.0389088425631366,0.0424361016955607,0.0432115037669323,-0.0024073685103762,-0.0031541464147715,704.0,0.0,0.1987394069753326,0.5603459846190683,0.8041887075195945,0.6538980773741612,0.6097557171857994,0.2577333633717787,0.119935968613166,0.0339098497467681,0.0463400935683828,0.2317624605308721,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1995848463174352,0 days 02:36:32.165057,0.0024073744131993,3.699125985891098,3.18062168316924,1.0
107,107,107,107,107,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.2400721848072528,0.0971670214407876,0.0968838514148411,0.0966901672338596,0.0989459234986756,1.0017931604346684,0.89475057940351,0.1124122961649393,0.1139936934934329,0.5254406426093989,-0.001838437710999,-0.0020842148914866,509.0,0.0,0.5576826791052716,0.4236802611593196,0.2040989308365327,0.3026871386777993,0.4612512907545262,0.798942229904156,0.6559291488966292,0.0409055308440315,0.4815189960665327,0.1859971408619078,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3107620935652957,0 days 02:36:32.165057,0.0018384508670063,3.494188436152497,3.3262843409877307,1.0
108,108,108,108,108,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.0621709028616382,0.3969935061376609,8.095574561230453e-06,0.0098733992814454,0.0013288055577256,5.039018288497223e-07,5.34805794743294e-07,9.997601531489937e-08,4.581944587500769e-07,0.0069663614754543,6.472010120178362e-06,-0.0045288727173666,-0.0069315381899744,7085.0,0.0,0.8548328677142727,0.8849042337673497,0.5546647111131409,0.7364080424825971,0.686781002516244,0.8168348678564569,0.2788157443291197,0.2292883141352593,0.7463090556139563,0.9590819260938424,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.0622187109052815,0 days 02:36:32.165057,0.0045288728593642,3.396861548668854,3.281953453573289,1.0
109,109,109,109,109,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.8735527123311109,0.1678935766929902,0.0786093619409563,0.0762355616325616,0.8423324146999874,0.082184812074008,0.0748816677816023,0.0747663609573636,1.0005957478796557,0.0759063465495698,-0.002171090286951,-0.0028632558956831,565.0,0.0,0.2298178228373562,0.5677739835398896,0.5442195125318621,0.3735582233951082,0.7502377867354061,0.1317663476758382,0.3717770738280922,0.4310672285924066,0.9529997793113488,0.6843037903798886,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2738790680779053,0 days 02:36:32.165057,0.0021710948097122,3.5579028351801374,3.268846036470344,1.0
110,110,110,110,110,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.1864408533970483,0.0661996101677748,0.7321035631307033,0.0345220371759165,0.0351767704015545,0.034632871497186,0.0395231511020502,0.7421774823253234,1.0012282330936324,0.0380753911689311,0.1573910587333587,-0.0025076754698305,-0.0030184653715501,732.0,0.0,0.7109588786233508,0.9997911436030892,0.2267787050296258,0.6035266324041912,0.1076616957623852,0.1624966741586189,0.6961278409738247,0.8259834276770187,0.6357975895967353,0.5797828945619068,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1872274224532028,0 days 02:36:32.165057,0.0025076845020213,3.7272095070603486,3.4338892401987806,1.0
111,111,111,111,111,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.091605984754437,0.5028981372082348,0.5702770345788855,2.507350139250423e-06,1.0380218979971549e-07,0.0120210571485716,2.1745305375152298e-07,8.917699583658946e-07,0.0198569274676297,0.006663303956008,1.945092753129424e-06,-0.0034494597304081,-0.0052472942520077,8763.0,1.0,0.790630726295852,0.9562374211517236,0.9255221732521834,0.8087770068293173,0.4321179044971832,0.7663340080029579,0.2338323123187341,0.904048678156823,0.2797343041595618,0.9803847111856008,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.0919332503941996,0 days 02:36:32.165057,0.0034494676728756,3.3123784213407963,3.1474340206451434,1.0
112,112,112,112,112,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.3334618015786361,0.1997304801448251,0.1118806608509017,0.1117015583995134,0.9783408516880424,0.1106603229646433,0.1107502574733427,0.9934535480845512,1.0009312516689617,0.1097367460034081,0.1116713570678995,-0.001764139882999,-0.0024769761327143,481.0,0.0,0.3016832549624413,0.2640832767535498,0.3363274420383708,0.4851418951388808,0.2002006434705995,0.2637231920312685,0.8842365683840808,0.9313198157180764,0.1553798826124388,0.4413512264260195,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.328403630849612,0 days 02:36:32.165057,0.0017642192447389,3.663285951441979,3.4376619932484624,1.0
113,113,113,113,113,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,0.1265331759388942,1.000585410429924,0.0871846383472085,0.101060547362824,0.0768596348666358,0.0143354027420194,0.0141309046781644,0.0254078555361383,0.0143070487405909,0.0140749739610258,0.0151956950455583,-0.0032429054749435,-0.0052256145646469,949.0,0.0,0.4198464085418141,0.8282891159533825,0.6604139492479763,0.4080416756397663,0.788695792970943,0.6051509888335281,0.2093610962463399,0.7926281560532956,0.4656375164822883,0.8869505002259676,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1278672778015171,0 days 02:36:32.165057,0.0032429783080753,3.142900854497257,3.104638495334373,1.0
114,114,114,114,114,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.0977192128371799,0.5776573018797228,0.8120794720083655,1.250754215924208e-06,1.3507254953386484e-07,1.1189979396609725e-07,1.345405092380539e-07,0.0008922851216096,3.821548925258058e-06,0.0862258529406558,4.838605922333655e-06,-0.0036337257907934,-0.0056033367374467,8200.0,1.0,0.6652286902850271,0.1511461071182099,0.7566756965413822,0.5812057528556136,0.5415794581404321,0.4197375547591516,0.66289024476234,0.063289788225274,0.5038335624770842,0.935506718815235,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.0992272858967523,0 days 02:36:32.165057,0.0036338950856567,3.658249738247121,3.428157269807175,1.0
115,115,115,115,115,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.4047756965997318,0.1638242907987613,0.1673670627470131,0.4873166695135876,0.9812215845552852,0.179028783640403,0.5416840935370142,1.0008428605231516,0.9714261142774524,0.1752896819809037,0.1629182429321455,-0.0017206032259254,-0.0019055779081571,406.0,0.0,0.2048671372175592,0.137013393890617,0.4105203445189851,0.5195104419443821,0.3765258345746637,0.4839410295657812,0.6746681273088498,0.7927785685533543,0.0515914868847581,0.3817122140834397,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4002826755715249,0 days 02:36:32.165057,0.0017206697426341,3.573631846610792,3.253617155226381,1.0
116,116,116,116,116,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.1306870229743344,0.4577644827419336,1.0009903330813632,0.2266819977868874,0.0172287393687884,0.01387191976891,0.0254531257079829,0.0223053976072853,0.4290119108815736,0.0198951739181094,0.0301505167177837,-0.002914063338244,-0.0036638120903175,976.0,0.0,0.6192309160099487,0.0209156604668269,0.949196085805464,0.6408209766622542,0.4850036743611498,0.4483143018991906,0.1472576819398338,0.0662550030853231,0.6809667073821352,0.923986139489024,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1299748623661085,0 days 02:36:32.165057,0.0029140758146737,3.7900837357764,3.731131462947781,1.0
117,117,117,117,117,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.5413360302965377,0.2550262611635898,0.2710592558131097,0.3483649663428955,0.2960704493992382,0.2586568672361024,0.2629794290361217,0.3189038036246223,0.2730883964803198,0.4223730352054454,1.000106504978012,-0.0013046351986715,-0.0013951740089397,373.0,0.0,0.79236850187799,0.021454334921551,0.0389684819440877,0.5126584980908546,0.5732641256148879,0.6063464038688403,0.8760248254439775,0.897865788127695,0.9892944308928155,0.3336362814836187,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.5459587267974607,0 days 02:36:32.165057,0.0013046666143198,3.400616332732214,3.434890129931892,1.0
118,118,118,118,118,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.1925613572129195,0.6027246579396858,0.9568390265048892,0.0385932671221925,0.0757925644062057,1.0009846348537883,0.0371300799172828,0.0394186639267619,0.0756198105725742,0.0397823638210854,0.0381187544182804,-0.002602146130043,-0.0038455394383379,723.0,0.0,0.4685438744054826,0.993629312938368,0.7003627951620519,0.0574349150226748,0.9095515927383748,0.6166727366896131,0.1937122517675252,0.3477290547245186,0.5776592921086124,0.6527664441151828,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1934916238547645,0 days 02:36:32.165057,0.002602161151419,3.413036001495654,3.3833572039568214,1.0
119,119,119,119,119,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.1747772774464678,0.868428698688961,0.2211239858676258,0.1902640727058659,1.0006566280149227,0.0287200390279143,0.043010137689716,0.4081850199523292,0.0277918383606376,0.0275806306597461,0.0283504474938743,-0.0027889662394462,-0.0040099805799267,799.0,0.0,0.410728475381375,0.7443590959461956,0.5328265257248977,0.9747578061892131,0.8534960630493873,0.1500965432951359,0.1030876914121305,0.8535295930326651,0.6077306724577283,0.9762235664604278,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1734494253259608,0 days 02:36:32.165057,0.0027890095031112,3.3225669880997786,3.2781070920492232,1.0
120,120,120,120,120,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.559107077675529,0.571628731500764,0.4126138949717396,0.4213163453227953,0.2926718543440819,0.2377235556559683,0.23119345082987,0.2161638537546326,0.1539725350452715,0.5503672010352251,1.0001931210061137,-0.0012799635967218,-0.0013505880088386,559.0,0.0,0.435834779462619,0.1792983733266665,0.0369883463752735,0.7685847217103081,0.0835179293669268,0.6439031526829808,0.5635435668373796,0.739568320401929,0.943891263002008,0.2365214903841666,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.5678952472580916,0 days 02:36:32.165057,0.001280063721328,3.210409115122827,3.4033160928841366,1.0
121,121,121,121,121,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.2575263326771197,0.0699115684964658,0.8487810683876083,0.0670732396269154,0.0673800159988384,0.0676109630475716,1.0002111023989022,0.8698204023678285,0.0758189716382062,0.2933921499024334,0.1192488839599629,-0.0020245917475028,-0.0024428850667125,592.0,0.0,0.4826040926959499,0.7515620687294599,0.2023581685917818,0.0920116234928242,0.1380229866068717,0.9316879857781158,0.7894252030152007,0.2004108507488413,0.0158897298359887,0.6378190116729733,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.260588047765385,0 days 02:36:32.165057,0.0020246414983811,3.896602030657085,3.5912058337673485,1.0
122,122,122,122,122,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.2337423870891811,0.8391194604522998,0.6650313074758403,0.6346166970144425,0.6540701952896727,0.7406764124701027,0.000330026252959,0.2228238601354479,3.608934396101551e-05,4.302014575098002e-05,0.2165802660269006,-0.0022894327762697,-0.0026457976845176,7079.0,1.0,0.3219068800907684,0.227954613732546,0.1995556372938079,0.4722253635804095,0.3422514539903797,0.9402172918894702,0.5658874773949365,0.9001261446978802,0.9246386652645656,0.9001324900548501,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2362975196186805,0 days 02:36:32.165057,0.0022894948162527,2.7741079047475705,3.0061429454067303,1.0
123,123,123,123,123,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.5017715620620857,0.0613449526314895,0.0326309883464088,0.0206280171195132,1.0002325729462036,0.1472997285588438,0.0514565410141841,0.0815254161127975,0.2747177645237496,0.4471773311303886,-0.0020805929368277,-0.0022138127348287,1141.0,0.0,0.4983454905287332,0.5832895646919062,0.5342589017236986,0.0202634807373287,0.9464100576900564,0.1510903531028005,0.5534559105858134,0.682647856788838,0.7863061131620858,0.5422231796108453,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2872043387806773,0 days 02:36:32.165057,0.002080674392524,3.502310090191975,3.366350193526326,1.0
124,124,124,124,124,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.3228628202536728,0.2942780962864516,0.7650934992120365,0.3995040815686554,0.5660899986045591,1.0004818013257577,0.0960243595256844,0.6438506463380474,0.1003234895705014,0.2019660161690608,0.2467345645988918,-0.0017768460554642,-0.0019217980068418,531.0,0.0,0.6391108790301397,0.8271093594992666,0.6435283568596154,0.6668418155384968,0.8540520560504438,0.0734116669155326,0.518521050809158,0.0265520237612418,0.1513861713431294,0.0285064142169597,100000,30,10,0.1,1.0,0.1,0,9,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3211491422659291,0 days 02:36:32.165057,0.0017768608373265,3.212449785529909,3.1076534608042814,1.0
