,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma0_13,Gamma0_14,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,Gamma13,Gamma14,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,seed,Gamma,runtime,ueta,cohlength,ucohlength
10,10,10,10,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.9565885262185044,0.2258266571105108,0.2472200361324985,0.3735847570207085,0.0769391472974877,0.7505355738249087,0.0746566331519282,0.060975159755923,0.0575820601077241,0.0653293547754214,1.0016692817099322,0.0803372284267181,0.1539019009966831,0.0599256449905468,-0.0015007625129116,-0.0018375435135688,622.0,0.0,0.0770838085005387,0.4884492270855238,0.2128309953403343,0.1326962975467872,0.506064922529373,0.785085292596959,0.2950064428055194,0.7687717599091665,0.5256295231622541,0.1490480233707125,0.9649677439797356,0.4016362238885175,0.2952342556626958,0.8469983706337296,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.2418152206252082,0 days 16:22:05.799689,0.001500763823879,4.542205738001461,4.258870365180239
11,11,11,11,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,1.0011360395351478,0.1770030594383505,0.2528954505085906,0.2516057593438495,0.3667228408786589,0.1257110394661896,0.0415027544667151,0.9990502238676616,0.04148394888672,0.0412757822482828,0.0417903362053738,0.0529060768223554,0.0949887628674318,0.0413953782147983,-0.0016351074712267,-0.0022976621792856,695.0,0.0,0.1244603325154798,0.7335904610737034,0.1878247425654683,0.3924917760125824,0.2318998784621384,0.8412279926923869,0.3900745519398617,0.9746928128822892,0.6252614844151068,0.6936228347029152,0.5215251221324175,0.3089681990755911,0.3955564210524287,0.9409341876619016,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.2046249684453208,0 days 16:22:05.799689,0.0016351131248966,4.651285991440311,4.257855728392722
12,12,12,12,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.9713855569153528,0.6466696700375812,0.0980438699256855,0.0992832263446018,0.0975144563168732,0.0965878923453073,0.0959145498085105,0.0963094135481636,0.1135224296323938,0.1084253011304474,1.002032752468308,0.102996646608,0.2364924935052907,0.4029239870257116,-0.001230717456868,-0.0014296202176008,510.0,0.0,0.2012032007246644,0.9882189012202124,0.7583058620038184,0.3597869264926102,0.6415135895056033,0.3809815392930875,0.38149293263992,0.5038029501945296,0.016722821635377,0.4935715599433962,0.971598413446888,0.2854652287855784,0.7482179590766121,0.442788890070495,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3125696420122475,0 days 16:22:05.799689,0.00123071745627,4.466144740622504,4.466454541861788
13,13,13,13,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.9729591226548648,0.1495160027930664,0.2002332564444501,0.1156188660011713,1.0004119092716972,0.1386664250116275,0.112097482207536,0.2311388911824473,0.183598480542091,0.5212904282007725,0.1101186969560667,0.8518315907464847,0.2015677822426018,0.1324518038758551,-0.0011484101972385,-0.0012755551438071,483.0,0.0,0.2092810426177854,0.9050025708181296,0.0168272846802129,0.3035089265995107,0.9990258823239376,0.2621467961899895,0.849044521859272,0.6056831486557043,0.8060357075271236,0.6303177554434782,0.3626968570578484,0.7607887845834825,0.0264845489039723,0.4468129517344519,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3311652087871348,0 days 16:22:05.799689,0.0011484231110876,4.428432445533954,4.310503514768905
14,14,14,14,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.6178007087678732,0.22671842680605,0.2491134448719629,0.2786208822201117,0.2088868300267908,0.2040125894961682,0.484357717002586,0.1602981092772168,1.0018570341345348,0.1622951711047111,0.1678025777905457,0.1858896072769589,0.4081680950765693,0.6511393038513678,-0.0010152956347986,-0.0010929275956399,401.0,0.0,0.371854569870106,0.4770740056373495,0.1276206864960696,0.2225068659462724,0.5620515900997094,0.3877691156559539,0.7916562055903406,0.6051365892775145,0.8612666847869941,0.7323608373256045,0.601823447758565,0.2876156021959957,0.7827604679261685,0.2512675781710818,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.4005633215398691,0 days 16:22:05.799689,0.001015321835783,4.164869095598912,4.283446170755676
15,15,15,15,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,1.0012168727062958,0.4614167916797171,0.2437212990429731,0.1306962906143941,0.1109991795481844,0.1239145082622356,0.1135987920695194,0.1098507751518781,0.7200132899961839,0.155405825476012,0.1098706158126793,0.94498535417694,0.1105028276239876,0.2138895450450076,-0.001191275958467,-0.0014074607935271,481.0,0.0,0.0752111118144044,0.9628645784432278,0.5400112050964692,0.7738942975498113,0.5292228076303601,0.6115797303718215,0.0338922505165062,0.1867936793538085,0.6746893954347775,0.5705645979524983,0.1585550339867126,0.9520292687261848,0.1543536325474043,0.5103032497386853,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.334075139404024,0 days 16:22:05.799689,0.0011912768895155,4.3389373263853805,4.482594416468867
16,16,16,16,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.2659804395593755,0.9728336198128352,0.1218945191150633,0.1327146370980867,0.2310476757798015,0.386309028476612,0.340403637940678,0.3533800354988855,0.0979824082016148,0.1105055108284685,0.8516248636901567,1.000434276385899,0.1051086789958762,0.0709728992988902,0.0716681251105106,-0.0014819117601745,-0.0018940143434626,581.0,0.0,0.1440028750192576,0.7173717261062347,0.2763130140951527,0.1341339751217832,0.0459871806705156,0.1748355378976236,0.1917987167235664,0.5369720795717926,0.4510388861713912,0.9572943672535372,0.9541513368666424,0.7965461104684304,0.6715876339807033,0.8450230915683464,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.263111531941533,0 days 16:22:05.799689,0.001481959084354,4.770743847917071,4.278892825431966
17,17,17,17,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.4606028844202396,0.2029607112332453,0.2020110206400201,0.2281603384795134,0.2309588295840149,0.2475041716133685,0.2014239634548444,0.2223602950599001,0.2338092860846885,0.2435797604329024,0.247542249599703,0.203082987137882,0.2051541386162874,0.2981495771709496,1.001361428282348,-0.0009289227414881,-0.001059233256442,359.0,0.0,0.9387518284798846,0.0226177288870027,0.1181052271508587,0.3602638846836431,0.0935868530425997,0.5995244730532772,0.2603642223481086,0.2643397291323255,0.2883279886478656,0.09771565758439,0.7409444532381589,0.6506724295996501,0.6065080906412624,0.0340455822777754,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.4623122134074949,0 days 16:22:05.799689,0.0009289263693835,5.0532123859223805,4.708754578938337
18,18,18,18,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.4047756965997316,0.5376357575534589,0.1642215656835644,0.167260148828132,0.1643151329429101,0.1726291644997755,0.1836856560057433,0.186254871982497,0.1827482273389352,0.1746586618531596,1.0015098625382062,0.3122269779740189,0.1805423489062567,0.795239481989831,0.456300612797299,-0.0009206909484271,-0.0010337099485069,398.0,0.0,0.4294641446388775,0.6852035898998426,0.1563466499035863,0.3856578446575508,0.0198341454699368,0.081857997077242,0.2164535799990539,0.4146501611412486,0.4632400362873798,0.884521531618113,0.3166584421740133,0.0214638762771913,0.8262233467711652,0.0618469353735727,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.4056699868648162,0 days 16:22:05.799689,0.0009206916436379,4.438974242665189,4.5285912863034055
19,19,19,19,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,1.000472553931717,0.2485906036248985,0.1086229023411808,0.4531155704350212,0.1094676311371297,0.8151247669873648,0.3774700120033208,0.1086717570499338,0.7319010510492249,0.108062035723358,0.6434685568977139,0.850800092138735,0.108186008831416,0.1109792973839463,-0.0010569393961074,-0.0012409495433334,490.0,0.0,0.0929919926622283,0.963181716739735,0.7533654181283584,0.337854202779255,0.1321788416191956,0.3867305731718615,0.3391948927801735,0.8744412014424732,0.41875301731404,0.082045006015622,0.9268052023585862,0.6223133637152601,0.1167098567810022,0.1131741600464223,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3328293473460189,0 days 16:22:05.799689,0.0010569403060264,4.463624975831756,4.421250977390632
20,20,20,20,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.1925613572129196,0.6839430788927707,0.7627393585785007,0.1036856390135817,0.09541194234944,0.178059780727987,0.0771114018714185,0.9873286238185586,1.0018466629585272,0.0367879076673466,0.039574381783981,0.0427411023078243,0.0703255057819356,0.5137015647772779,0.0363944822294484,-0.0013805190581274,-0.0018301391904917,724.0,0.0,0.4659332411642642,0.0920889656891161,0.6317521922027585,0.6163837910949103,0.0320813486181537,0.8074227810412945,0.7867947609394985,0.9153082686153085,0.6703066467384771,0.6928622323352233,0.1637416544531679,0.0238888139788117,0.0655631524184199,0.9644613401603572,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.1896502312753173,0 days 16:22:05.799689,0.001380578069505,4.788938453518632,4.471516048663597
21,21,21,21,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.4097848637012443,0.2802950582864447,7.674184643659572e-06,0.001226000605007,1.9078604385280825e-05,0.0085762471550903,0.0171394114374622,0.1636066254169288,2.08201504002378e-05,5.632769970808924e-06,1.3344117939350084e-05,0.022346669849546,0.8801769499560238,0.5359337122077227,-0.001178949418628,-0.001389779060412,7802.0,1.0,0.6457213655596336,0.9469066664934074,0.3493843588720956,0.755221576661414,0.0653989653616667,0.1662051655929711,0.27713333487199,0.5503182517007417,0.55740888009091,0.4989864523070149,0.4244635846320775,0.5757051603390986,0.9666623953878384,0.4580795604861192,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.3564570458591541,0 days 16:22:05.799689,0.0011789506206414,4.361324484077488,4.637402936406989
22,22,22,22,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.0660894996411837,0.0657922523023182,0.0707165462166663,0.0829812344508535,0.0676363914197023,0.0655996218989997,0.211724792325609,1.0011618147846513,0.6179086032907698,0.6541076351289873,0.1184890551820602,0.1112895197171461,0.1250818989603089,0.2153169067077565,-0.0013258282450635,-0.0014843395482477,590.0,0.0,0.8374714217984048,0.0558719650318711,0.3855872572300576,0.5604964436423991,0.6203205556549372,0.2500183399320113,0.3992910134865952,0.94700616873569,0.648850754011949,0.5849662484122946,0.0652987105198409,0.0521762576431477,0.2113984478320646,0.137822775848633,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.2579461843297487,0 days 16:22:05.799689,0.00132582899254,4.571116879352284,4.397926776564127
23,23,23,23,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,0.0564290847126253,3.9280631223658514e-07,4.351797824700274e-07,4.954759373248895e-07,0.0099409598171152,3.908868394645038e-07,4.044163333380445e-07,6.204379718725347e-07,0.0327528386943417,0.0011676142951031,6.100847998020626e-07,0.0877031841913683,1.3154410983580825e-06,0.0489906061701303,0.1380611238955069,-0.0025905205285616,-0.0032185782402936,8835.0,1.0,0.9837499292732876,0.0027471476026641,0.3658435291805171,0.0584224496238016,0.6400105583176766,0.0465332020748591,0.0684096355417223,0.0799425056081188,0.2717851313028795,0.5763580679966506,0.8054486176308537,0.2671915845012608,0.2831710565694664,0.824482143951937,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.0570311865955726,0 days 16:22:05.799689,0.0025905538763106,6.176742054967655,6.108529027982403
24,24,24,24,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.088694316560147,0.0193385555601376,0.0620701913440204,0.9930939330715092,1.0001089173257296,0.0814179221544396,0.0080281504531335,0.0171766672592359,0.0422590498371209,0.0082352253661509,0.0078456189935695,0.0077788107565572,0.0077284414119984,0.0078457135972102,0.0077006910936806,-0.0025096832937565,-0.0046624667156873,1058.0,0.0,0.7459483801763226,0.1268147483573346,0.8063489347063569,0.8312511086352812,0.1778257835671058,0.6269479985725536,0.1967436218212379,0.2434927120280825,0.494005755328642,0.5222200279508085,0.4790335153981873,0.5411410533042087,0.2131646764254524,0.7785803681279121,100000,30,14,0.1,1.0,0.1,0,13,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,disordered,1,0.0891805942051079,0 days 16:22:05.799689,0.0025096943436986,5.934524154926424,4.572227206345253
