,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,seed,Gamma,runtime,cohlength,ucohlength,ueta,keep
10,10,10,10,10,10,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.1076624177045491,0.4571614280316977,7.143785394371457e-05,0.4702008252860754,0.0592314085736779,9.34943716015386e-05,0.1209321357036862,0.1089654870632185,0.000500653653924,0.085159943135392,0.000305846673343,0.0006958966983724,0.408068680190973,-0.0009612352040006,-0.001168054835883,5975.0,1.0,0.5865183268255314,0.8396846036089424,0.7264736103123705,0.3650072635085589,0.4483963093444842,0.3676995696900066,0.1097346640066967,0.2032415440873966,0.2838064889441311,0.3141338956023022,0.3130478588199377,0.576699716252952,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1086172712936012,0 days 11:37:49.297523,2.12754025819262,1.8522612714174784,0.0009612352040006,1.0
11,11,11,11,11,11,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.1692220351641035,0.4382076823745875,3.082608603164842e-05,4.16199994878448e-05,0.0002164812008287,0.311295341809552,6.534103449839758e-05,0.6678079502060471,1.6809433684475984e-05,8.76448565867259e-05,3.011127944496109e-05,0.4807804329611057,6.474718583414207e-05,-0.0005956509154157,-0.0007504082349773,6571.0,1.0,0.9716899756197548,0.774664134923732,0.7911339481728052,0.75926850053958,0.5969877305237564,0.9176922571709129,0.689630155447081,0.500356430736871,0.0770838085005387,0.4884492270855238,0.2128309953403343,0.1326962975467872,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1717128385360763,0 days 11:37:49.297523,1.9773580049033663,1.7057819789048652,0.0005956509154157,1.0
12,12,12,12,12,12,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.4757236139187883,0.5141524962240493,0.0451439578811925,0.4216325257040669,0.080086826872018,0.2793300828281887,0.4792199694785911,1.000041334600673,0.0851439374388822,0.1658978904637843,0.6550172093835253,0.778152715917149,0.1215413962706301,-0.0002768511365403,-0.0003007051264993,1103.0,0.0,0.506064922529373,0.785085292596959,0.2950064428055194,0.7687717599091665,0.5256295231622541,0.1490480233707125,0.9649677439797356,0.4016362238885175,0.2952342556626958,0.8469983706337296,0.1244603325154798,0.7335904610737034,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4812747203800492,0 days 11:37:49.297523,1.482887595459344,1.28018091704522,0.0002768511365403,1.0
13,13,13,13,13,13,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.0661366024188209,0.0002312372282311,0.0072811632398328,0.801704825359661,0.296162404762474,0.6542381404885145,0.0003222477464634,0.0014378174490312,0.2066462032613551,0.001576689087602,0.0006812299510709,0.9822516838830008,-0.0004383143415585,-0.0005359422648072,5361.0,1.0,0.1878247425654683,0.3924917760125824,0.2318998784621384,0.8412279926923869,0.3900745519398617,0.9746928128822892,0.6252614844151068,0.6936228347029152,0.5215251221324175,0.3089681990755911,0.3955564210524287,0.9409341876619016,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2829946573109794,0 days 11:37:49.297523,1.5475429399583809,1.4078243849539482,0.0004383143415585,1.0
14,14,14,14,14,14,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,0.3794532847236935,1.0002735730828354,0.3658022187836693,0.1866996162165226,0.2396354163477079,0.169708008235085,0.1494318307674756,0.1539881094629172,0.1146857561772591,0.5783556042034684,0.1319336547822214,0.7178753291864596,0.5358459120286662,-0.0003412278007867,-0.0003890107279205,518.0,0.0,0.2012032007246644,0.9882189012202124,0.7583058620038184,0.3597869264926102,0.6415135895056033,0.3809815392930875,0.38149293263992,0.5038029501945296,0.016722821635377,0.4935715599433962,0.971598413446888,0.2854652287855784,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3790618943937442,0 days 11:37:49.297523,1.5761407858375365,1.2614734464810906,0.0003412278007867,1.0
15,15,15,15,15,15,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.3902279980203652,0.1922301579126061,0.2908658660820145,1.0008828962079652,0.4494824912434894,0.4408225472816113,0.639097109794973,0.7865271181776677,0.1406477441934052,0.1671783153980156,0.1466401573846198,0.1595592217313836,-0.0003119819172995,-0.0003674015871022,505.0,0.0,0.7482179590766121,0.442788890070495,0.2092810426177854,0.9050025708181296,0.0168272846802129,0.3035089265995107,0.9990258823239376,0.2621467961899895,0.849044521859272,0.6056831486557043,0.8060357075271236,0.6303177554434782,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4189821882690151,0 days 11:37:49.297523,1.3305557081950332,1.3191130084542275,0.0003119819172995,1.0
16,16,16,16,16,16,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.2263129568399526,0.0065911048874909,0.7252428989768456,0.6750596508934651,0.0004992145316812,0.0001887029920312,0.1868623179283776,0.0271197825906594,0.0003055927605346,0.3598701967378988,0.158523061001121,0.3387845487342057,0.0008926156698455,-0.00052449617851,-0.000599214645047,4973.0,1.0,0.3626968570578484,0.7607887845834825,0.0264845489039723,0.4468129517344519,0.371854569870106,0.4770740056373495,0.1276206864960696,0.2225068659462724,0.5620515900997094,0.3877691156559539,0.7916562055903406,0.6051365892775145,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2296744464396275,0 days 11:37:49.297523,2.067340026102176,1.5506485632246176,0.00052449617851,1.0
17,17,17,17,17,17,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.2562585652298206,0.0006172451150149,0.4145324463135587,5.8194613445034426e-05,0.2351711407616107,5.020477772170034e-05,0.6907741512976572,0.8369129776661653,6.393355838581617e-05,0.0180607745640437,0.0001334529290405,0.340866622475649,-0.0003701674803228,-0.0005151014316523,5399.0,1.0,0.8612666847869941,0.7323608373256045,0.601823447758565,0.2876156021959957,0.7827604679261685,0.2512675781710818,0.0752111118144044,0.9628645784432278,0.5400112050964692,0.7738942975498113,0.5292228076303601,0.6115797303718215,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3607059166438744,0 days 11:37:49.297523,1.7425962414007576,1.3401754350697737,0.0003701674803228,1.0
18,18,18,18,18,18,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.4180637241455752,0.0940405198016067,0.6530109876085031,0.1320756328227693,0.1209156724638392,0.5653028969199028,1.000118398313011,0.3469878238069331,0.2015958324658749,0.2922351346167565,0.6535777561709724,0.1314150886227591,0.1236703067729505,-0.0003184707220434,-0.0003537001742082,859.0,0.0,0.0338922505165062,0.1867936793538085,0.6746893954347775,0.5705645979524983,0.1585550339867126,0.9520292687261848,0.1543536325474043,0.5103032497386853,0.1440028750192576,0.7173717261062347,0.2763130140951527,0.1341339751217832,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4140803240251606,0 days 11:37:49.297523,1.3324686445305831,1.3043036166255817,0.0003184707220434,1.0
19,19,19,19,19,19,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.1586276355652982,0.1334289760298134,0.2720031594446886,0.1848664329985824,0.5584507679035038,0.1436840063593045,0.1362663020087062,0.1263119689539844,0.1366410156087559,0.1240089454425316,0.4775979469433804,1.0001907530400385,-0.0003631818880643,-0.0004753959786109,489.0,0.0,0.0459871806705156,0.1748355378976236,0.1917987167235664,0.5369720795717926,0.4510388861713912,0.9572943672535372,0.9541513368666424,0.7965461104684304,0.6715876339807033,0.8450230915683464,0.9387518284798846,0.0226177288870027,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3706054977364603,0 days 11:37:49.297523,1.4134520885284927,1.1792668125594268,0.0003631818880643,1.0
20,20,20,20,20,20,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.31260072430687,0.0197910463820149,0.040323168197012,0.0312694594675919,0.6881076960589694,0.0365908368412297,0.0302844598348802,0.0329904921952065,0.6572047553297613,0.2733744979075991,0.0397608623442012,0.0510728600056707,1.000026711229001,-0.0004177912751918,-0.0005333355121298,1253.0,0.0,0.1181052271508587,0.3602638846836431,0.0935868530425997,0.5995244730532772,0.2603642223481086,0.2643397291323255,0.2883279886478656,0.09771565758439,0.7409444532381589,0.6506724295996501,0.6065080906412624,0.0340455822777754,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3172441586576293,0 days 11:37:49.297523,1.905116267464204,1.3336643216870323,0.0004177912751918,1.0
21,21,21,21,21,21,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.0006017398519693,0.9143731034937592,2.879403338784093e-05,0.1707124011950851,0.0001741111881453,0.0002025422122479,0.3778832443027961,0.0016121417216379,0.0338248625824272,0.7835205561232832,0.0006510100954707,0.4727395553278137,-0.0004460279649537,-0.0005262648849241,5759.0,1.0,0.4294641446388775,0.6852035898998426,0.1563466499035863,0.3856578446575508,0.0198341454699368,0.081857997077242,0.2164535799990539,0.4146501611412486,0.4632400362873798,0.884521531618113,0.3166584421740133,0.0214638762771913,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2867695622143952,0 days 11:37:49.297523,2.048394685583329,1.367556246144271,0.0004460279649537,1.0
22,22,22,22,22,22,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,0.367392478180207,1.0008416147476484,0.2325642907849051,0.6779993843913145,0.5439546608182081,0.4234982520117765,0.2065216877434498,0.1875211365769843,0.1540574851106891,0.1315582603042021,0.7039231189934372,0.1676920432586762,0.3914678861591124,-0.0003729177911271,-0.0004133704903402,454.0,0.0,0.8262233467711652,0.0618469353735727,0.0929919926622283,0.963181716739735,0.7533654181283584,0.337854202779255,0.1321788416191956,0.3867305731718615,0.3391948927801735,0.8744412014424732,0.41875301731404,0.082045006015622,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3636484707919623,0 days 11:37:49.297523,1.381563228877311,1.255584752459804,0.0003729177911271,1.0
23,23,23,23,23,23,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.333461801578636,0.0985496063730888,0.7503097976847352,0.0977027137870219,0.2606672206713059,0.1414661031204932,0.5877173681838405,0.0978268040661314,0.09821556463237,1.0004176321472795,0.1748134448975955,0.1111022559329519,0.1142308651801097,-0.0003679544216115,-0.0004593466656335,546.0,0.0,0.9268052023585862,0.6223133637152601,0.1167098567810022,0.1131741600464223,0.4659332411642642,0.0920889656891161,0.6317521922027585,0.6163837910949103,0.0320813486181537,0.8074227810412945,0.7867947609394985,0.9153082686153085,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3378504838958266,0 days 11:37:49.297523,1.6323276826564443,1.374019264507035,0.0003679544216115,1.0
24,24,24,24,24,24,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.4317879727332017,0.0013863904519299,0.5945662462619501,0.2524857064192546,0.0018337799297403,0.3776861524460562,0.947883781850475,0.001798482250496,0.774606237604238,0.1067915426238762,0.9082497154357848,0.1172940825906787,0.0019605910793229,-0.0003159916749776,-0.0003568710227808,4719.0,1.0,0.6703066467384771,0.6928622323352233,0.1637416544531679,0.0238888139788117,0.0655631524184199,0.9644613401603572,0.6457213655596336,0.9469066664934074,0.3493843588720956,0.755221576661414,0.0653989653616667,0.1662051655929711,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.4310262191330412,0 days 11:37:49.297523,1.28503003134124,1.2497410085553586,0.0003159916749776,1.0
25,25,25,25,25,25,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3557150206821381,0.3823041077302482,0.1819198261584564,0.000356731293615,0.0002610019793504,0.000736855507608,0.0298067771067695,0.7417951741722043,0.0001293627190356,0.6824457007475543,0.6372914506392972,0.001529038177778,0.2333748521924867,-0.0003749064146213,-0.0004503690341787,5056.0,1.0,0.27713333487199,0.5503182517007417,0.55740888009091,0.4989864523070149,0.4244635846320775,0.5757051603390986,0.9666623953878384,0.4580795604861192,0.8374714217984048,0.0558719650318711,0.3855872572300576,0.5604964436423991,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3512592551139096,0 days 11:37:49.297523,2.168205080248173,1.3010286024130426,0.0003749064146213,1.0
26,26,26,26,26,26,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.5241298302206053,0.362339901401714,0.2684964488282571,0.4044464065150311,0.4075038810223411,0.252672239116323,0.4006617086970058,0.3269496120671832,0.2459356837038923,0.2435695450182191,0.3384174502118865,1.00133963259104,0.8258948167359708,-0.0002676865204408,-0.0003147878095057,349.0,0.0,0.6203205556549372,0.2500183399320113,0.3992910134865952,0.94700616873569,0.648850754011949,0.5849662484122946,0.0652987105198409,0.0521762576431477,0.2113984478320646,0.137822775848633,0.9837499292732876,0.0027471476026641,100000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.5175460084682186,0 days 11:37:49.297523,1.248759520954219,1.165752681776285,0.0002676865204408,1.0
